QuoteID,ReceivedDateKey,ReceivedDateTime,BrokerID,QuotingAgentID,LocationKey,PropertyProfileKey,BuildingValue,ContentsValue,SumInsured,PropertyAge,NumProperties,NumFloors,ClaimsCount5Yr,ClaimsAmount5Yr,RecentClaimIndicator,FloodRiskFlag,BushfireRiskFlag,TheftRiskFlag,HighRiskLocationFlag,RiskScore,RequestedCoverage,AssignedDateTime,RaterCompletedDateTime,RaterStatus,ProcessingDurationHours,ReworkAtRaterFlag
Q003677,20240929,2024-09-29 16:35:00,B0030,E0025,2,102,1208205.24,172726.13,1380931.37,18,1,1,0,0.0,0,1,0,0,1,64.0,Contents Only,2024-09-29 23:55:22.233313647,2024-09-30 01:38:18.407798004,Completed,1.72,0
Q003678,20240901,2024-09-01 15:01:00,B0038,E0012,8,93,4669833.4,1528920.93,6198754.33,27,1,1,0,0.0,0,0,0,0,0,68.1,Building & Contents,2024-09-01 15:19:00.267959460,,Duplicate,,0
Q003679,20240928,2024-09-28 17:30:00,B0010,E0043,9,13,556530.65,173894.54,730425.19,57,1,2,1,2234.97,0,0,0,0,0,43.7,Building & Contents,2024-09-28 19:32:38.995675627,2024-09-28 22:32:43.650940430,Completed,3.0,0
Q003680,20240915,2024-09-15 10:24:00,B0038,E0055,8,24,326828.26,97590.17,424418.44,14,1,1,0,0.0,0,0,1,0,1,50.8,Building & Contents,2024-09-15 10:38:21.497304103,2024-09-15 12:15:58.602562424,Completed,1.63,0
Q003681,20240922,2024-09-22 16:09:00,B0017,E0032,6,88,1557514.82,583656.83,2141171.65,56,1,5,1,12125.48,0,0,1,0,1,62.4,Building & Contents,2024-09-22 16:37:26.854211647,2024-09-22 22:04:05.797866117,Completed,5.44,1
Q003682,20240928,2024-09-28 08:26:00,B0036,E0016,7,87,1446406.46,145939.34,1592345.8,26,1,1,0,0.0,0,0,0,0,0,59.2,Building & Contents,2024-09-28 15:48:42.598448730,2024-09-28 20:55:21.548632873,Completed,5.11,0
Q003683,20240922,2024-09-22 08:28:00,B0040,E0015,14,12,300058.36,82118.78,382177.14,46,1,2,0,0.0,0,1,0,0,1,59.1,Building & Contents,2024-09-22 19:13:59.158730103,2024-09-22 22:01:31.722905487,Completed,2.79,0
Q003684,20240926,2024-09-26 08:40:00,B0007,E0039,2,47,1677063.78,226171.95,1903235.72,47,1,1,0,0.0,0,0,0,1,0,64.5,Building & Contents,2024-09-26 13:18:44.388176045,2024-09-26 13:54:30.333957844,Completed,0.6,0
Q003685,20240908,2024-09-08 14:05:00,B0038,E0032,9,25,417911.98,76614.07,494526.05,30,1,1,0,0.0,0,0,0,0,0,46.4,Contents Only,2024-09-08 21:46:32.036046806,2024-09-09 00:50:58.781255216,Completed,3.07,1
Q003686,20240918,2024-09-18 11:27:00,B0035,E0038,2,25,320895.97,94522.7,415418.67,30,1,2,0,0.0,0,0,0,0,0,45.7,Building & Contents,2024-09-18 12:10:07.130056463,,Duplicate,,0
Q003687,20240905,2024-09-05 12:34:00,B0003,E0012,8,20,424869.04,124353.79,549222.83,31,1,2,1,10859.52,0,0,0,0,1,43.1,Building & Contents,2024-09-05 15:45:15.005481536,2024-09-05 19:51:20.789963980,Completed,4.1,1
Q003688,20240911,2024-09-11 16:05:00,B0029,E0020,2,11,305424.15,91889.63,397313.78,27,1,1,1,4396.47,1,0,0,0,1,46.9,Building & Contents,2024-09-11 17:10:29.531146647,2024-09-11 18:22:52.321038648,Completed,1.21,0
Q003689,20240925,2024-09-25 15:39:00,B0030,E0031,3,98,2173274.84,845234.92,3018509.76,55,2,5,0,0.0,0,0,0,0,0,60.9,Building Only,2024-09-25 16:12:30.004036841,2024-09-25 21:41:07.636211442,Completed,5.48,0
Q003690,20240915,2024-09-15 11:26:00,B0021,E0025,8,82,1363452.31,162374.09,1525826.41,53,1,5,0,0.0,0,0,0,0,0,55.6,Building Only,2024-09-15 12:06:17.993039483,2024-09-15 17:00:32.975241452,Completed,4.9,0
Q003691,20240922,2024-09-22 09:14:00,B0014,E0038,7,44,1445318.25,493845.34,1939163.6,1,4,2,0,0.0,0,0,0,0,0,63.7,Building & Contents,2024-09-22 13:54:37.752101250,2024-09-22 17:27:07.414669586,Completed,3.54,0
Q003692,20240930,2024-09-30 10:46:00,B0015,E0016,2,41,1533282.38,427851.98,1961134.37,50,1,4,1,24614.46,1,0,0,1,0,57.2,Building & Contents,2024-09-30 11:14:46.586622166,2024-09-30 12:27:39.090135602,Completed,1.21,0
Q003693,20240915,2024-09-15 09:23:00,B0014,E0055,8,85,1549995.05,525309.89,2075304.94,32,1,6,1,2702.5,0,0,1,0,1,69.0,Building Only,2024-09-15 14:36:43.477085692,2024-09-15 23:58:23.312572977,Completed,9.36,0
Q003694,20240916,2024-09-16 12:47:00,B0034,E0025,2,35,421826.78,89819.88,511646.66,19,1,1,1,2393.4,0,0,0,0,0,50.9,Building Only,2024-09-16 19:37:29.532458893,,Abandoned,,0
Q003695,20240920,2024-09-20 08:57:00,B0025,E0039,4,18,438235.13,141447.33,579682.47,49,1,1,0,0.0,0,1,0,0,1,53.8,Building Only,2024-09-20 12:46:02.929678927,2024-09-20 16:16:31.813241399,Completed,3.51,0
Q003696,20240928,2024-09-28 10:36:00,B0040,E0019,15,92,3530479.72,512728.3,4043208.02,54,1,6,0,0.0,0,0,0,0,0,70.0,Building & Contents,2024-09-28 15:04:05.494367411,2024-09-28 16:17:30.073620305,Completed,1.22,0
Q003697,20240901,2024-09-01 13:18:00,B0035,E0032,3,74,559253.31,101199.8,660453.1,21,1,3,0,0.0,0,0,0,0,0,58.1,Building & Contents,2024-09-01 14:50:59.228603205,2024-09-01 22:28:58.513150254,Completed,7.63,0
Q003698,20240920,2024-09-20 13:03:00,B0029,E0032,3,53,2703062.83,889610.01,3592672.84,40,4,1,2,27682.54,1,0,0,1,0,72.9,Building & Contents,2024-09-20 13:20:10.810059674,2024-09-20 15:09:48.746184265,Completed,1.83,0
Q003699,20240903,2024-09-03 09:28:00,B0036,E0026,7,88,1693898.24,755162.89,2449061.13,26,1,4,1,3530.98,0,0,1,0,1,68.7,Building & Contents,2024-09-03 11:19:33.328137518,2024-09-03 11:52:26.155875091,Completed,0.55,0
Q003700,20240908,2024-09-08 14:03:00,B0026,E0021,10,34,319824.98,83986.69,403811.67,62,1,2,0,0.0,0,0,0,0,0,52.5,Building Only,2024-09-08 19:26:14.889243983,2024-09-09 05:09:42.035610195,Completed,9.72,0
Q003701,20240904,2024-09-04 14:39:00,B0017,E0001,4,36,548690.22,95303.78,643994.0,64,1,1,0,0.0,0,1,0,0,1,59.4,Building & Contents,2024-09-04 18:47:59.434935639,2024-09-04 23:13:57.690060053,Completed,4.43,0
Q003702,20240907,2024-09-07 09:23:00,B0017,E0020,4,42,2248894.29,638831.5,2887725.79,13,1,6,1,4727.56,0,0,0,0,0,68.8,Building Only,2024-09-07 13:27:00.064335915,2024-09-07 23:31:13.527014398,Completed,10.07,0
Q003703,20240908,2024-09-08 14:29:00,B0033,E0054,3,22,279844.71,84450.81,364295.52,32,1,1,0,0.0,0,0,0,0,0,38.5,Building & Contents,2024-09-08 21:31:53.035043651,2024-09-09 00:16:19.032554777,Completed,2.74,0
Q003704,20240905,2024-09-05 14:11:00,B0007,E0032,1,19,539062.2,149223.19,688285.4,30,1,1,0,0.0,0,0,0,0,0,43.4,Building & Contents,2024-09-05 17:15:19.861768539,2024-09-05 19:00:17.136637245,Completed,1.75,0
Q003705,20240925,2024-09-25 17:05:00,B0027,E0015,2,17,368259.74,62250.2,430509.94,32,1,2,2,7003.95,1,1,0,0,1,65.8,Building & Contents,2024-09-25 17:22:20.763215857,2024-09-25 18:29:12.887613114,Completed,1.11,0
Q003706,20240915,2024-09-15 08:56:00,B0025,E0033,6,16,290383.46,92706.05,383089.51,51,1,2,0,0.0,0,0,0,0,0,46.3,Building & Contents,2024-09-15 11:16:18.985948574,2024-09-15 13:40:48.000117342,Completed,2.41,1
Q003707,20240926,2024-09-26 16:15:00,B0009,E0033,9,94,2195535.67,324315.93,2519851.6,28,2,7,0,0.0,0,0,0,0,0,63.1,Building & Contents,2024-09-26 18:20:39.869261060,2024-09-27 01:03:25.836262675,Completed,6.71,0
Q003708,20240925,2024-09-25 09:46:00,B0042,E0032,7,96,1328222.86,274739.38,1602962.23,46,1,4,2,32069.49,1,0,1,0,1,74.0,Building & Contents,2024-09-25 11:13:47.214464599,2024-09-25 13:01:57.934515748,Completed,1.8,0
Q003709,20240902,2024-09-02 16:11:00,B0022,E0025,4,26,405790.8,136388.95,542179.75,15,1,2,1,11954.52,0,0,0,0,0,45.7,Building Only,2024-09-03 00:57:51.792464072,2024-09-03 03:00:09.205220906,Completed,2.04,0
Q003710,20240905,2024-09-05 15:19:00,B0026,E0027,11,31,394882.76,126895.34,521778.1,58,1,2,1,11088.41,0,0,0,0,0,54.3,Building & Contents,2024-09-06 01:43:49.850073222,2024-09-06 03:44:28.903388415,Completed,2.01,0
Q003711,20240917,2024-09-17 10:49:00,B0035,E0032,2,15,329061.64,90264.57,419326.2,45,3,1,0,0.0,0,0,0,0,1,30.1,Building Only,2024-09-17 15:55:52.149494847,2024-09-17 20:19:50.164981399,Completed,4.4,0
Q003712,20240921,2024-09-21 16:54:00,B0007,E0032,2,82,1393217.33,157024.32,1550241.65,17,4,6,0,0.0,0,0,0,0,0,53.9,Building & Contents,2024-09-21 16:59:50.365009375,2024-09-21 17:59:51.022194503,Completed,1.0,0
Q003713,20240913,2024-09-13 10:01:00,B0015,E0023,3,51,1125658.97,215597.01,1341255.98,43,1,4,0,0.0,0,0,0,0,0,58.8,Building & Contents,2024-09-13 10:07:49.849760144,2024-09-13 23:48:06.834405538,Completed,13.67,0
Q003714,20240915,2024-09-15 12:52:00,B0008,E0001,9,63,2920014.61,653842.62,3573857.23,61,3,4,1,7532.0,0,0,0,0,0,75.2,Building & Contents,2024-09-15 16:52:41.912373424,2024-09-15 21:26:10.281713062,Completed,4.56,0
Q003715,20240917,2024-09-17 13:32:00,B0019,E0038,2,67,1762747.95,290761.4,2053509.35,60,1,1,0,0.0,0,0,0,0,0,72.7,Building & Contents,2024-09-17 21:18:22.949332311,2024-09-18 01:27:04.982137293,Completed,4.15,0
Q003716,20240906,2024-09-06 13:17:00,B0015,E0026,3,71,1790772.7,429664.9,2220437.61,20,1,7,1,21489.11,0,0,0,0,0,70.2,Building & Contents,2024-09-07 03:13:36.233887745,2024-09-07 04:30:13.639417482,Completed,1.28,0
Q003717,20240920,2024-09-20 16:42:00,B0030,E0031,1,19,325968.13,110751.37,436719.5,22,1,1,0,0.0,0,0,0,0,0,26.5,Building Only,2024-09-20 17:32:45.903951019,2024-09-20 23:21:48.379666913,Completed,5.82,0
Q003718,20240923,2024-09-23 11:08:00,B0003,E0039,9,13,515185.5,160486.53,675672.03,2,1,2,0,0.0,0,0,0,0,0,41.0,Building & Contents,2024-09-23 13:33:41.484571412,2024-09-23 16:45:50.580560006,Completed,3.2,0
Q003719,20240922,2024-09-22 14:53:00,B0007,E0016,2,35,908445.41,317710.26,1226155.67,48,1,1,1,3404.91,1,0,0,0,0,61.4,Building & Contents,2024-09-22 16:42:44.248536424,2024-09-22 19:21:19.538470810,Completed,2.64,0
Q003720,20240924,2024-09-24 16:36:00,B0034,E0032,2,14,545158.04,164744.97,709903.01,31,1,1,1,7421.81,1,0,0,0,0,49.8,Building & Contents,2024-09-24 17:52:16.901645260,2024-09-24 20:17:34.121626163,Completed,2.42,0
Q003721,20240901,2024-09-01 12:55:00,B0030,E0023,3,34,452153.47,155074.33,607227.8,51,1,2,0,0.0,0,0,1,0,1,51.9,Building Only,2024-09-01 17:18:09.477820440,2024-09-01 19:43:08.905863434,Completed,2.42,0
Q003722,20240908,2024-09-08 17:45:00,B0007,E0003,1,53,1012331.75,194416.09,1206747.84,32,4,5,0,0.0,0,0,1,0,1,64.9,Building & Contents,2024-09-08 22:01:13.194358385,2024-09-09 02:33:58.869360757,Completed,4.55,0
Q003723,20240920,2024-09-20 13:32:00,B0013,E0038,13,18,574612.37,143773.98,718386.35,18,1,1,0,0.0,0,0,0,0,0,39.8,Building Only,2024-09-20 18:55:55.503738031,2024-09-20 19:25:55.503738031,Completed,0.5,0
Q003724,20240927,2024-09-27 16:58:00,B0034,E0039,2,20,318101.54,62736.13,380837.67,25,1,1,1,14593.25,1,0,0,0,0,47.8,Building Only,2024-09-27 22:41:24.306233175,2024-09-28 11:29:55.924387838,Completed,12.81,0
Q003725,20240915,2024-09-15 17:26:00,B0021,E0039,8,61,1356740.32,420370.03,1777110.35,39,1,6,0,0.0,0,0,0,0,0,67.4,Building & Contents,2024-09-15 19:06:25.907142711,2024-09-15 21:23:13.380845273,Completed,2.28,0
Q003726,20240902,2024-09-02 16:23:00,B0002,E0038,10,44,437813.11,95106.66,532919.78,20,1,6,0,0.0,0,0,0,0,0,54.9,Building & Contents,2024-09-02 18:58:55.744234714,2024-09-02 23:35:02.095230311,Completed,4.6,0
Q003727,20240923,2024-09-23 17:58:00,B0038,E0031,9,3,239096.2,49358.14,288454.34,38,1,1,0,0.0,0,0,0,0,0,28.8,Building & Contents,2024-09-23 22:29:43.357479722,2024-09-24 00:32:41.512963871,Completed,2.05,0
Q003728,20240911,2024-09-11 09:08:00,B0015,E0015,2,43,2992547.63,360656.41,3353204.04,35,5,2,0,0.0,0,0,0,0,0,75.0,Building Only,2024-09-11 11:41:35.630561190,2024-09-11 13:33:24.564281726,Completed,1.86,0
Q003729,20240909,2024-09-09 15:53:00,B0029,E0038,3,39,456928.16,69644.09,526572.25,14,1,2,0,0.0,0,0,0,0,0,33.8,Building Only,2024-09-09 18:31:04.553978617,2024-09-09 19:41:55.438327405,Completed,1.18,0
Q003730,20240927,2024-09-27 11:20:00,B0019,E0031,3,22,214062.9,33723.09,247785.98,60,1,2,0,0.0,0,0,0,0,0,41.7,Building Only,2024-09-27 11:59:25.332719437,2024-09-27 18:50:49.677833525,Completed,6.86,0
Q003731,20240908,2024-09-08 16:51:00,B0018,E0023,3,80,2147059.93,711870.34,2858930.27,51,1,4,0,0.0,0,1,0,0,1,83.1,Building & Contents,2024-09-08 18:11:39.666017454,2024-09-08 21:15:39.079176493,Completed,3.07,0
Q003732,20240927,2024-09-27 17:24:00,B0027,E0055,3,21,600569.7,189832.88,790402.58,44,1,2,0,0.0,0,0,0,0,0,45.6,Building & Contents,2024-09-27 22:32:35.863650318,2024-09-28 01:03:13.695943096,Completed,2.51,0
Q003733,20240917,2024-09-17 08:25:00,B0037,E0031,1,77,1978668.15,882700.77,2861368.92,20,5,7,1,20195.53,1,1,0,0,1,77.7,Contents Only,2024-09-17 08:27:56.759358266,2024-09-17 08:57:56.759358266,Completed,0.5,0
Q003734,20240921,2024-09-21 15:31:00,B0019,E0020,3,62,2178498.4,295708.96,2474207.36,61,4,5,0,0.0,0,0,0,0,0,80.5,Building & Contents,2024-09-21 15:53:37.041796046,2024-09-21 20:19:59.153495305,Completed,4.44,0
Q003735,20240903,2024-09-03 08:54:00,B0038,E0031,9,79,2131804.63,366675.22,2498479.85,35,1,6,0,0.0,0,0,0,0,0,59.8,Building & Contents,2024-09-03 13:03:11.865318958,2024-09-03 15:15:30.124946536,Completed,2.21,0
Q003736,20240917,2024-09-17 11:41:00,B0003,E0033,9,98,1566340.52,311632.34,1877972.86,58,3,4,1,13471.51,1,0,0,0,0,64.9,Building & Contents,2024-09-17 13:45:30.654076966,,Abandoned,,0
Q003737,20240928,2024-09-28 09:44:00,B0034,E0039,2,51,917389.52,298339.04,1215728.56,12,2,1,0,0.0,0,0,0,0,0,50.8,Building & Contents,2024-09-28 19:55:49.848890928,2024-09-28 20:25:49.848890928,Completed,,0
Q003738,20240914,2024-09-14 12:41:00,B0015,E0003,3,20,624340.54,116986.27,741326.81,26,1,2,0,0.0,0,0,0,0,0,49.1,Building & Contents,2024-09-14 16:25:51.116730613,2024-09-14 18:06:41.684652084,Completed,1.68,1
Q003739,20240908,2024-09-08 15:00:00,B0014,E0012,9,58,1127991.74,219330.51,1347322.24,18,1,4,0,0.0,0,0,0,0,0,62.8,Building & Contents,2024-09-08 17:50:28.451446553,2024-09-08 20:09:31.776475607,Completed,2.32,0
Q003740,20240904,2024-09-04 14:20:00,B0007,E0031,2,74,1464062.91,263993.8,1728056.71,41,1,4,0,0.0,0,0,0,0,0,66.0,Building Only,2024-09-04 19:31:50.584160654,2024-09-04 20:43:29.057582800,Completed,1.19,0
Q003741,20240927,2024-09-27 08:21:00,B0041,E0015,11,27,579617.45,180090.41,759707.86,60,1,1,2,15398.9,0,0,1,0,1,75.7,Building & Contents,2024-09-27 11:03:48.840727064,2024-09-27 13:55:17.109873047,Completed,2.86,0
Q003742,20240921,2024-09-21 12:22:00,B0011,E0015,9,27,762000.95,236987.13,998988.07,7,1,1,0,0.0,0,0,0,0,0,43.6,Building & Contents,2024-09-21 14:55:57.720672726,2024-09-21 20:02:47.742824901,Completed,5.11,0
Q003743,20240924,2024-09-24 09:48:00,B0038,E0027,7,44,928648.38,99146.46,1027794.84,29,1,4,0,0.0,0,0,0,0,0,51.4,Building & Contents,2024-09-24 15:55:09.579762488,2024-09-24 17:39:48.786877454,Completed,1.74,0
Q003744,20240911,2024-09-11 13:27:00,B0036,E0023,7,54,957651.23,305263.26,1262914.49,30,3,4,2,20943.95,0,0,0,0,0,72.4,Building Only,2024-09-12 00:27:50.204810547,,Duplicate,,0
Q003745,20240914,2024-09-14 17:32:00,B0021,E0038,9,29,401064.13,112781.39,513845.52,63,1,1,0,0.0,0,0,0,0,0,46.9,Building Only,2024-09-15 05:33:11.565509332,2024-09-15 06:03:11.565509332,Completed,0.5,0
Q003746,20240923,2024-09-23 14:22:00,B0031,E0020,12,104,2280478.99,687779.67,2968258.66,9,1,1,0,0.0,0,0,0,0,0,52.8,Building & Contents,2024-09-23 14:42:25.746366280,2024-09-23 16:59:13.005199847,Completed,2.28,0
Q003747,20240927,2024-09-27 14:06:00,B0008,E0031,7,79,2072764.19,208922.46,2281686.65,21,4,2,1,14375.78,0,0,0,0,0,73.3,Contents Only,2024-09-27 14:55:54.554638369,2024-09-27 18:40:53.310615840,Completed,3.75,0
Q003748,20240902,2024-09-02 13:23:00,B0026,E0032,11,76,861866.26,201798.39,1063664.65,45,1,3,1,12184.35,0,0,0,0,0,66.4,Building & Contents,2024-09-02 15:37:22.004027312,2024-09-03 06:26:00.156163814,Completed,14.81,0
Q003749,20240914,2024-09-14 15:11:00,B0030,E0023,1,20,176538.76,28436.3,204975.07,26,1,2,1,1930.47,0,0,0,0,0,53.7,Building & Contents,2024-09-14 23:31:08.999883381,2024-09-15 01:52:22.319320076,Completed,2.35,0
Q003750,20240906,2024-09-06 15:11:00,B0018,E0019,2,28,516355.18,110062.86,626418.04,57,1,2,0,0.0,0,0,0,0,0,47.2,Building & Contents,2024-09-06 15:32:21.967759435,2024-09-06 20:26:16.678744422,Completed,4.9,0
Q003751,20240922,2024-09-22 12:57:00,B0025,E0032,5,15,569535.88,106772.12,676308.0,35,1,2,0,0.0,0,1,0,0,1,44.8,Building & Contents,2024-09-22 22:23:00.449810673,2024-09-23 03:09:26.261946645,Completed,4.77,0
Q003752,20240902,2024-09-02 11:10:00,B0026,E0050,10,49,1230680.43,226342.94,1457023.37,52,1,7,0,0.0,0,0,1,0,1,67.0,Building & Contents,2024-09-02 12:09:37.063522131,2024-09-02 14:02:28.946806018,Completed,1.88,0
Q003753,20240926,2024-09-26 11:22:00,B0018,E0038,1,41,2248248.05,382853.01,2631101.06,21,3,4,0,0.0,0,0,1,0,1,72.1,Contents Only,2024-09-26 13:25:25.139886015,2024-09-26 17:18:37.191740407,Completed,3.89,0
Q003754,20240919,2024-09-19 17:05:00,B0020,E0033,3,34,514433.66,81615.99,596049.65,53,1,2,1,9340.33,0,0,0,0,0,38.0,Building & Contents,2024-09-20 03:30:13.440928339,2024-09-20 06:17:22.373333974,Completed,2.79,0
Q003755,20240901,2024-09-01 14:54:00,B0041,E0015,10,32,269311.78,60417.59,329729.36,62,1,1,0,0.0,0,0,0,0,0,53.4,Building Only,2024-09-01 15:58:50.547763063,2024-09-01 20:11:57.838838963,Completed,4.22,0
Q003756,20240917,2024-09-17 08:07:00,B0025,E0054,4,5,515509.54,164381.22,679890.75,49,1,2,0,0.0,0,0,1,0,1,50.8,Building & Contents,2024-09-17 21:42:06.922456459,2024-09-18 00:05:50.514354458,Completed,2.4,0
Q003757,20240913,2024-09-13 08:25:00,B0029,E0019,2,52,722718.33,184482.47,907200.8,38,1,4,0,0.0,0,1,0,0,1,59.5,Building & Contents,2024-09-13 18:02:07.905902426,2024-09-13 19:07:04.018249501,Completed,1.08,0
Q003758,20240920,2024-09-20 10:43:00,B0034,E0032,1,28,472165.02,81764.65,553929.67,61,1,2,0,0.0,0,0,0,0,0,51.3,Building & Contents,2024-09-20 13:54:53.292722626,2024-09-20 17:26:36.680318212,Completed,3.53,0
Q003759,20240930,2024-09-30 14:49:00,B0034,E0003,2,91,1138452.59,492335.55,1630788.14,5,1,1,0,0.0,0,0,1,0,1,62.0,Building Only,2024-09-30 15:17:39.657891307,2024-09-30 19:17:21.760008572,Completed,4.0,0
Q003760,20240918,2024-09-18 17:00:00,B0008,E0054,9,82,1072290.96,446716.19,1519007.15,6,1,6,1,5340.29,0,0,1,0,1,70.1,Building & Contents,2024-09-18 17:06:51.952630462,2024-09-18 19:04:00.419394408,Completed,1.95,0
Q003761,20240905,2024-09-05 10:00:00,B0038,E0026,8,28,503627.5,165456.47,669083.97,1,2,2,0,0.0,0,0,0,0,0,47.3,Building & Contents,2024-09-05 12:13:48.500466354,2024-09-05 18:10:56.653100874,Completed,5.95,0
Q003762,20240903,2024-09-03 12:13:00,B0041,E0001,10,27,237439.83,36076.44,273516.27,56,1,2,0,0.0,0,1,1,0,1,66.3,Building & Contents,2024-09-03 12:24:42.099907056,2024-09-03 21:45:10.857017630,Completed,9.34,0
Q003763,20240924,2024-09-24 09:11:00,B0015,E0032,3,5,321122.77,55778.38,376901.16,62,1,2,0,0.0,0,0,0,0,0,56.7,Building & Contents,2024-09-24 11:10:17.061067925,2024-09-24 20:33:29.522369532,Completed,9.39,0
Q003764,20240922,2024-09-22 12:16:00,B0017,E0052,5,10,498851.44,101030.9,599882.33,47,1,2,1,21456.7,0,0,1,0,1,71.2,Building & Contents,2024-09-22 12:22:18.206789185,2024-09-22 15:23:38.824583708,Completed,3.02,1
Q003765,20240911,2024-09-11 13:11:00,B0036,E0033,8,19,369001.49,94415.04,463416.54,57,1,1,0,0.0,0,0,0,0,0,36.7,Building & Contents,2024-09-11 14:14:32.012231258,2024-09-11 18:11:07.605414060,Completed,3.94,0
Q003766,20240916,2024-09-16 17:26:00,B0041,E0019,11,57,695745.61,262603.47,958349.08,40,1,6,0,0.0,0,0,1,0,1,52.6,Building & Contents,2024-09-16 19:10:17.608521379,2024-09-16 23:56:21.585892579,Completed,4.77,0
Q003767,20240920,2024-09-20 08:51:00,B0008,E0001,9,91,1874764.04,338107.11,2212871.14,12,4,4,0,0.0,0,0,1,0,1,65.3,Contents Only,2024-09-20 10:10:18.903583353,2024-09-20 14:54:10.406883258,Completed,4.73,0
Q003768,20240922,2024-09-22 10:39:00,B0018,E0027,2,99,732239.43,73615.79,805855.22,12,5,5,1,30016.05,0,0,0,0,0,60.9,Building & Contents,2024-09-22 18:50:13.492891591,2024-09-22 21:21:15.708710592,Completed,2.52,0
Q003769,20240911,2024-09-11 13:08:00,B0033,E0033,1,85,468506.1,169462.9,637969.0,26,1,1,0,0.0,0,0,0,0,0,48.9,Building Only,2024-09-11 18:48:48.895090987,2024-09-11 20:04:07.294470795,Completed,1.26,0
Q003770,20240917,2024-09-17 11:43:00,B0026,E0054,10,43,2687711.44,621226.26,3308937.7,47,1,3,0,0.0,0,0,1,0,1,84.0,Building & Contents,2024-09-17 11:54:02.730348240,2024-09-17 16:08:52.914781786,Completed,4.25,0
Q003771,20240916,2024-09-16 10:44:00,B0022,E0026,4,62,888968.44,208718.51,1097686.94,17,4,1,0,0.0,0,1,0,0,1,72.1,Building & Contents,2024-09-16 20:11:11.854822626,2024-09-17 01:11:11.614215365,Completed,5.0,0
Q003772,20240917,2024-09-17 14:25:00,B0006,E0012,10,82,1414675.93,370800.09,1785476.02,8,3,7,0,0.0,0,0,0,0,0,65.7,Building & Contents,2024-09-17 14:36:00.199018691,2024-09-17 18:05:38.618887673,Completed,3.49,0
Q003773,20240909,2024-09-09 09:07:00,B0041,E0039,10,84,1026107.45,114811.17,1140918.62,14,1,1,1,30985.38,1,0,0,0,0,46.5,Building & Contents,2024-09-09 10:38:14.325639525,,Duplicate,,0
Q003774,20240914,2024-09-14 16:20:00,B0030,E0012,1,78,1496822.09,176990.33,1673812.42,29,1,2,0,0.0,0,0,0,0,0,55.2,Building & Contents,2024-09-14 17:30:12.988679540,2024-09-15 00:02:50.925099098,Completed,6.54,0
Q003775,20240907,2024-09-07 08:51:00,B0017,E0052,6,31,219841.96,33549.38,253391.33,28,1,1,1,4429.42,0,1,1,0,1,74.4,Building Only,2024-09-07 13:07:45.575437658,2024-09-07 14:13:29.169826881,Completed,1.1,0
Q003776,20240916,2024-09-16 16:38:00,B0038,E0016,9,72,1432660.36,589914.66,2022575.03,32,1,4,0,0.0,0,0,0,0,0,68.0,Building Only,2024-09-16 17:13:05.031889927,2024-09-16 18:56:01.836945404,Completed,1.72,0
Q003777,20240930,2024-09-30 15:54:00,B0042,E0032,7,103,923483.28,278102.04,1201585.32,47,1,6,0,0.0,0,0,0,0,0,51.2,Building & Contents,2024-09-30 17:33:54.928957598,2024-09-30 18:03:54.928957598,Completed,0.5,0
Q003778,20240912,2024-09-12 15:07:00,B0030,E0027,3,83,939238.79,232921.01,1172159.8,12,4,1,0,0.0,0,0,0,0,1,57.3,Building & Contents,2024-09-12 17:24:12.266784411,,Duplicate,,0
Q003779,20240907,2024-09-07 15:05:00,B0011,E0015,9,22,262421.93,77922.95,340344.88,45,1,2,1,1875.17,0,0,1,0,1,60.5,Building Only,2024-09-07 19:49:10.421748621,,Duplicate,,0
Q003780,20240918,2024-09-18 17:43:00,B0034,E0003,1,30,392994.96,75131.68,468126.64,12,1,2,0,0.0,0,1,0,0,1,50.2,Building & Contents,2024-09-18 18:27:29.486066995,2024-09-18 20:41:03.203232815,Completed,2.23,0
Q003781,20240928,2024-09-28 11:09:00,B0030,E0026,2,3,469241.91,135242.62,604484.53,0,1,1,0,0.0,0,1,0,0,1,54.0,Building & Contents,2024-09-28 16:07:08.313658482,2024-09-28 17:48:19.049773714,Completed,1.69,0
Q003782,20240919,2024-09-19 11:08:00,B0035,E0012,3,12,376851.41,93353.73,470205.14,43,1,1,0,0.0,0,0,0,0,0,38.6,Building & Contents,2024-09-19 11:18:49.678281271,2024-09-19 11:48:49.678281271,Completed,0.5,0
Q003783,20240906,2024-09-06 12:56:00,B0008,E0054,7,22,176112.23,51960.95,228073.17,27,1,1,0,0.0,0,0,0,0,0,46.1,Building & Contents,2024-09-06 13:30:37.924876577,2024-09-06 19:54:55.021059013,Completed,6.4,0
Q003784,20240916,2024-09-16 14:14:00,B0029,E0012,3,101,1866627.7,297944.14,2164571.84,13,1,1,2,119494.43,0,0,0,0,0,63.4,Contents Only,2024-09-16 15:15:49.498931102,2024-09-16 18:43:13.291320282,Completed,3.46,0
Q003785,20240924,2024-09-24 12:44:00,B0020,E0032,2,60,1834347.0,663532.28,2497879.27,44,5,7,1,72589.91,0,0,0,0,1,61.3,Building & Contents,2024-09-24 13:40:38.208716133,2024-09-24 19:24:09.889232249,Completed,5.73,0
