ReviewID,QuoteID,QuotingAgentID,ReviewerID,ReviewDate,ReviewSequence,ErrorFound,ErrorCategoryID,ErrorSeverity,ReworkRequired,ErrorResolved,ReworkDurationHours,FirstTimeRight
REV009922,Q007698,E0054,E0042,2024-11-04,1,False,,,False,True,,True
REV009923,Q012972,E0055,E0013,2025-02-04,1,False,,,False,True,,True
REV009924,Q011195,E0026,E0037,2025-01-20,1,False,,,False,True,,True
REV009925,Q022206,E0031,E0030,2025-07-13,1,False,,,False,True,,True
REV009926,Q001002,E0015,E0045,2024-06-22,1,False,,,False,True,,True
REV009927,Q012960,E0003,E0030,2025-02-06,1,False,,,False,True,,True
REV009928,Q009788,E0012,E0030,2024-12-08,1,False,,,False,True,,True
REV009929,Q003930,E0055,E0035,2024-09-29,1,False,,,False,True,,True
REV009930,Q036817,E0015,E0053,2026-03-31,1,True,ERR09,High,True,True,3.15,False
REV009931,Q036817,E0015,E0053,2026-04-01,2,False,,,False,True,,False
REV009932,Q022456,E0054,E0051,2025-07-30,1,False,,,False,True,,True
REV009933,Q032351,E0055,E0053,2026-01-05,1,False,,,False,True,,True
REV009934,Q030445,E0027,E0013,2025-12-14,1,False,,,False,True,,True
REV009935,Q009375,E0012,E0030,2024-12-27,1,True,ERR07,Critical,True,True,13.45,False
REV009936,Q009375,E0012,E0030,2024-12-28,2,False,,,False,True,,False
REV009937,Q030747,E0019,E0042,2025-12-26,1,False,,,False,True,,True
REV009938,Q031915,E0023,E0006,2025-12-01,1,False,,,False,True,,True
REV009939,Q019665,E0001,E0005,2025-05-08,1,False,,,False,True,,True
REV009940,Q029816,E0003,E0053,2025-11-18,1,False,,,False,True,,True
REV009941,Q007373,E0012,E0029,2024-11-18,1,False,,,False,True,,True
REV009942,Q037167,E0054,E0035,2026-03-11,1,True,ERR14,Medium,True,True,1.3,False
REV009943,Q037167,E0054,E0035,2026-03-11,2,False,,,False,True,,False
REV009944,Q037911,E0021,E0037,2026-04-09,1,False,,,False,True,,True
REV009945,Q040751,E0052,E0029,2026-05-25,1,False,,,False,True,,True
REV009946,Q038679,E0039,E0029,2026-04-20,1,True,ERR05,Medium,True,True,0.84,False
REV009947,Q038679,E0039,E0029,2026-04-20,2,False,,,False,True,,False
REV009948,Q038801,E0001,E0042,2026-04-18,1,True,ERR01,High,True,True,0.95,False
REV009949,Q038801,E0001,E0042,2026-04-18,2,False,,,False,True,,False
REV009950,Q004945,E0025,E0037,2024-09-27,1,False,,,False,True,,True
REV009951,Q035710,E0012,E0029,2026-02-23,1,False,,,False,True,,True
REV009952,Q023579,E0020,E0030,2025-08-21,1,False,,,False,True,,True
REV009953,Q009662,E0052,E0013,2024-12-10,1,False,,,False,True,,True
REV009954,Q024848,E0012,E0006,2025-09-06,1,True,ERR08,Medium,True,True,1.2,False
REV009955,Q024848,E0012,E0006,2025-09-06,2,False,,,False,True,,False
REV009956,Q038970,E0038,E0042,2026-04-06,1,False,,,False,True,,True
REV009957,Q023442,E0019,E0006,2025-08-03,1,False,,,False,True,,True
REV009958,Q040963,E0020,E0018,2026-05-04,1,True,ERR04,Critical,True,True,3.12,False
REV009959,Q040963,E0020,E0018,2026-05-04,2,False,,,False,True,,False
REV009960,Q029073,E0054,E0035,2025-11-12,1,True,ERR13,Low,True,True,0.41,False
REV009961,Q029073,E0054,E0035,2025-11-13,2,False,,,False,True,,False
REV009962,Q027918,E0031,E0035,2025-11-28,1,False,,,False,True,,True
REV009963,Q009505,E0043,E0006,2024-12-20,1,False,,,False,True,,True
REV009964,Q041071,E0015,E0029,2026-05-23,1,False,,,False,True,,True
REV009965,Q035173,E0025,E0045,2026-02-01,1,False,,,False,True,,True
REV009966,Q037651,E0020,E0005,2026-03-12,1,True,ERR12,Medium,True,True,2.5,False
REV009967,Q037651,E0020,E0005,2026-03-13,2,False,,,False,True,,False
REV009968,Q036731,E0043,E0029,2026-03-04,1,False,,,False,True,,True
REV009969,Q009852,E0019,E0005,2024-12-23,1,False,,,False,True,,True
REV009970,Q040599,E0031,E0029,2026-05-05,1,False,,,False,True,,True
REV009971,Q038548,E0032,E0006,2026-04-30,1,False,,,False,True,,True
REV009972,Q006092,E0019,E0029,2024-10-07,1,False,,,False,True,,True
REV009973,Q033811,E0026,E0018,2026-01-19,1,False,,,False,True,,True
REV009974,Q008801,E0031,E0037,2024-11-22,1,False,,,False,True,,True
REV009975,Q006873,E0032,E0042,2024-10-13,1,False,,,False,True,,True
REV009976,Q031990,E0055,E0037,2025-12-30,1,False,,,False,True,,True
REV009977,Q021653,E0026,E0029,2025-07-11,1,False,,,False,True,,True
REV009978,Q014747,E0025,E0037,2025-03-09,1,False,,,False,True,,True
REV009979,Q006166,E0016,E0051,2024-10-25,1,False,,,False,True,,True
REV009980,Q004199,E0039,E0005,2024-09-06,1,False,,,False,True,,True
REV009981,Q000677,E0033,E0037,2024-06-05,1,False,,,False,True,,True
REV009982,Q009911,E0020,E0042,2024-12-27,1,False,,,False,True,,True
REV009983,Q027533,E0031,E0018,2025-10-18,1,False,,,False,True,,True
REV009984,Q026029,E0038,E0037,2025-10-22,1,False,,,False,True,,True
REV009985,Q041628,E0021,E0053,2026-05-31,1,True,ERR14,Low,False,True,,False
REV009986,Q037939,E0052,E0045,2026-04-15,1,True,ERR14,Critical,True,True,2.13,False
REV009987,Q037939,E0052,E0045,2026-04-15,2,False,,,False,True,,False
REV009988,Q009526,E0039,E0045,2024-12-09,1,False,,,False,True,,True
REV009989,Q039051,E0050,E0030,2026-04-23,1,False,,,False,True,,True
REV009990,Q034488,E0003,E0018,2026-02-26,1,False,,,False,True,,True
REV009991,Q023471,E0031,E0042,2025-08-04,1,False,,,False,True,,True
REV009992,Q018767,E0039,E0035,2025-05-19,1,True,ERR15,Medium,True,True,1.17,False
REV009993,Q018767,E0039,E0035,2025-05-19,2,False,,,False,True,,False
REV009994,Q013809,E0023,E0028,2025-02-14,1,True,ERR03,Medium,True,True,2.81,False
REV009995,Q013809,E0023,E0028,2025-02-14,2,False,,,False,True,,False
REV009996,Q013864,E0032,E0028,2025-02-17,1,False,,,False,True,,True
REV009997,Q032761,E0015,E0029,2026-01-27,1,False,,,False,True,,True
REV009998,Q008967,E0015,E0006,2024-12-12,1,False,,,False,True,,True
REV009999,Q034938,E0052,E0035,2026-02-28,1,False,,,False,True,,True
REV010000,Q014958,E0015,E0042,2025-03-27,1,False,,,False,True,,True
REV010001,Q028818,E0027,E0030,2025-11-11,1,False,,,False,True,,True
REV010002,Q004535,E0015,E0018,2024-09-15,1,False,,,False,True,,True
REV010003,Q036118,E0021,E0029,2026-03-08,1,False,,,False,True,,True
REV010004,Q022830,E0033,E0037,2025-08-30,1,False,,,False,True,,True
REV010005,Q013133,E0054,E0018,2025-02-13,1,False,,,False,True,,True
REV010006,Q031623,E0016,E0042,2025-12-14,1,False,,,False,True,,True
REV010007,Q008935,E0019,E0028,2024-12-21,1,False,,,False,True,,True
REV010008,Q034051,E0021,E0042,2026-02-17,1,False,,,False,True,,True
REV010009,Q015761,E0021,E0045,2025-03-11,1,False,,,False,True,,True
REV010010,Q023858,E0001,E0037,2025-08-06,1,False,,,False,True,,True
REV010011,Q011350,E0025,E0029,2025-02-01,1,False,,,False,True,,True
REV010012,Q017111,E0043,E0042,2025-04-09,1,True,ERR10,Medium,True,True,1.31,False
REV010013,Q017111,E0043,E0042,2025-04-09,2,False,,,False,True,,False
REV010014,Q032787,E0021,E0029,2026-01-13,1,False,,,False,True,,True
REV010015,Q036680,E0052,E0029,2026-03-12,1,False,,,False,True,,True
REV010016,Q026327,E0027,E0029,2025-10-30,1,False,,,False,True,,True
REV010017,Q041491,E0039,E0029,2026-05-08,1,False,,,False,True,,True
REV010018,Q019394,E0050,E0028,2025-05-28,1,True,ERR10,Low,False,True,,False
REV010019,Q008903,E0001,E0053,2024-12-26,1,False,,,False,True,,True
REV010020,Q006379,E0003,E0037,2024-10-08,1,False,,,False,True,,True
REV010021,Q036863,E0055,E0030,2026-03-18,1,False,,,False,True,,True
REV010022,Q007836,E0020,E0035,2024-11-28,1,False,,,False,True,,True
REV010023,Q010818,E0054,E0037,2024-12-07,1,False,,,False,True,,True
REV010024,Q006321,E0032,E0042,2024-10-17,1,False,,,False,True,,True
REV010025,Q007353,E0023,E0005,2024-11-29,1,False,,,False,True,,True
REV010026,Q030988,E0043,E0030,2025-12-28,1,False,,,False,True,,True
REV010027,Q004696,E0020,E0018,2024-09-10,1,True,ERR13,High,True,True,4.34,False
REV010028,Q004696,E0020,E0018,2024-09-11,2,False,,,False,True,,False
REV010029,Q011279,E0054,E0037,2025-01-19,1,False,,,False,True,,True
REV010030,Q032732,E0021,E0045,2026-01-27,1,False,,,False,True,,True
REV010031,Q007953,E0020,E0013,2024-11-10,1,True,ERR08,High,True,True,2.11,False
REV010032,Q007953,E0020,E0013,2024-11-10,2,False,,,False,True,,False
REV010033,Q016243,E0054,E0053,2025-03-10,1,False,,,False,True,,True
REV010034,Q015932,E0023,E0051,2025-03-26,1,False,,,False,True,,True
REV010035,Q022867,E0003,E0028,2025-08-18,1,False,,,False,True,,True
REV010036,Q022061,E0015,E0045,2025-07-30,1,False,,,False,True,,True
REV010037,Q007351,E0055,E0006,2024-11-27,1,False,,,False,True,,True
REV010038,Q003566,E0003,E0028,2024-09-15,1,False,,,False,True,,True
REV010039,Q008504,E0027,E0028,2024-11-13,1,False,,,False,True,,True
REV010040,Q033111,E0039,E0035,2026-01-14,1,False,,,False,True,,True
REV010041,Q014839,E0031,E0006,2025-03-12,1,False,,,False,True,,True
REV010042,Q003529,E0054,E0028,2024-09-26,1,False,,,False,True,,True
REV010043,Q031056,E0015,E0042,2025-12-19,1,False,,,False,True,,True
REV010044,Q003780,E0003,E0051,2024-09-19,1,False,,,False,True,,True
REV010045,Q031718,E0025,E0005,2025-12-17,1,False,,,False,True,,True
REV010046,Q007567,E0001,E0042,2024-11-11,1,False,,,False,True,,True
REV010047,Q019022,E0043,E0028,2025-05-24,1,True,ERR15,Critical,True,True,1.92,False
REV010048,Q019022,E0043,E0028,2025-05-25,2,False,,,False,True,,False
REV010049,Q001921,E0031,E0035,2024-07-11,1,True,ERR13,Low,True,True,2.15,False
REV010050,Q001921,E0031,E0035,2024-07-11,2,False,,,False,True,,False
REV010051,Q020493,E0023,E0042,2025-06-19,1,False,,,False,True,,True
REV010052,Q032357,E0055,E0042,2026-01-26,1,False,,,False,True,,True
REV010053,Q010338,E0012,E0051,2024-12-29,1,False,,,False,True,,True
REV010054,Q000774,E0033,E0028,2024-06-17,1,False,,,False,True,,True
REV010055,Q012635,E0025,E0035,2025-01-15,1,False,,,False,True,,True
REV010056,Q026262,E0021,E0006,2025-10-18,1,True,ERR04,Low,True,True,5.19,False
REV010057,Q026262,E0021,E0006,2025-10-19,2,False,,,False,True,,False
REV010058,Q025450,E0031,E0006,2025-09-15,1,False,,,False,True,,True
REV010059,Q026454,E0020,E0042,2025-10-05,1,False,,,False,True,,True
REV010060,Q010492,E0032,E0006,2024-12-29,1,False,,,False,True,,True
REV010061,Q006043,E0026,E0051,2024-10-19,1,True,ERR11,Low,False,True,,False
REV010062,Q039716,E0003,E0045,2026-04-04,1,False,,,False,True,,True
REV010063,Q039955,E0019,E0045,2026-04-20,1,False,,,False,True,,True
REV010064,Q004393,E0020,E0045,2024-09-14,1,True,ERR11,High,True,True,5.45,False
REV010065,Q004393,E0020,E0045,2024-09-15,2,False,,,False,True,,False
REV010066,Q031597,E0015,E0029,2025-12-19,1,True,ERR13,Low,True,True,2.35,False
REV010067,Q031597,E0015,E0029,2025-12-20,2,False,,,False,True,,False
REV010068,Q035850,E0052,E0028,2026-03-11,1,False,,,False,True,,True
REV010069,Q034532,E0039,E0030,2026-02-16,1,True,ERR09,Medium,True,True,0.6,False
REV010070,Q034532,E0039,E0030,2026-02-16,2,False,,,False,True,,False
REV010071,Q026790,E0016,E0042,2025-10-16,1,False,,,False,True,,True
REV010072,Q007217,E0032,E0006,2024-11-07,1,False,,,False,True,,True
REV010073,Q030194,E0012,E0005,2025-11-22,1,False,,,False,True,,True
REV010074,Q015432,E0023,E0030,2025-03-31,1,True,ERR15,Critical,True,True,2.87,False
REV010075,Q015432,E0023,E0030,2025-04-01,2,False,,,False,True,,False
REV010076,Q013110,E0020,E0053,2025-02-22,1,False,,,False,True,,True
REV010077,Q019934,E0032,E0037,2025-05-02,1,False,,,False,True,,True
REV010078,Q010027,E0043,E0006,2024-12-14,1,False,,,False,True,,True
REV010079,Q000882,E0015,E0045,2024-06-06,1,False,,,False,True,,True
REV010080,Q032591,E0012,E0045,2026-01-26,1,False,,,False,True,,True
REV010081,Q035675,E0055,E0028,2026-02-02,1,False,,,False,True,,True
REV010082,Q005985,E0032,E0005,2024-10-09,1,False,,,False,True,,True
REV010083,Q036482,E0001,E0042,2026-03-22,1,False,,,False,True,,True
REV010084,Q027167,E0052,E0053,2025-10-11,1,False,,,False,True,,True
REV010085,Q027395,E0038,E0035,2025-10-06,1,True,ERR04,Low,False,False,,False
REV010086,Q041127,E0054,E0030,2026-05-21,1,False,,,False,True,,True
REV010087,Q005397,E0039,E0035,2024-10-11,1,False,,,False,True,,True
REV010088,Q032475,E0054,E0030,2026-01-17,1,False,,,False,True,,True
REV010089,Q003931,E0027,E0030,2024-09-06,1,False,,,False,True,,True
REV010090,Q027065,E0032,E0029,2025-10-11,1,False,,,False,True,,True
REV010091,Q038334,E0032,E0018,2026-04-19,1,False,,,False,True,,True
REV010092,Q006986,E0050,E0030,2024-11-06,1,False,,,False,True,,True
REV010093,Q037906,E0032,E0045,2026-04-25,1,False,,,False,True,,True
REV010094,Q036142,E0039,E0042,2026-03-29,1,False,,,False,True,,True
REV010095,Q011164,E0054,E0051,2025-01-29,1,False,,,False,True,,True
REV010096,Q028844,E0003,E0035,2025-11-24,1,False,,,False,True,,True
REV010097,Q003423,E0055,E0037,2024-08-08,1,False,,,False,True,,True
REV010098,Q021318,E0015,E0005,2025-07-04,1,False,,,False,True,,True
REV010099,Q021560,E0055,E0053,2025-07-11,1,False,,,False,True,,True
REV010100,Q037744,E0032,E0006,2026-03-19,1,False,,,False,True,,True
REV010101,Q039536,E0038,E0018,2026-04-07,1,False,,,False,True,,True
REV010102,Q009524,E0039,E0028,2024-12-03,1,True,ERR08,High,True,True,2.58,False
REV010103,Q009524,E0039,E0028,2024-12-03,2,False,,,False,True,,False
REV010104,Q039867,E0019,E0018,2026-04-19,1,False,,,False,True,,True
REV010105,Q000731,E0023,E0028,2024-06-23,1,False,,,False,True,,True
REV010106,Q001134,E0020,E0037,2024-06-24,1,True,ERR07,Critical,True,True,1.73,False
REV010107,Q001134,E0020,E0037,2024-06-25,2,False,,,False,True,,False
REV010108,Q015066,E0003,E0053,2025-03-06,1,False,,,False,True,,True
REV010109,Q031593,E0052,E0053,2025-12-10,1,False,,,False,True,,True
REV010110,Q038176,E0054,E0029,2026-04-19,1,False,,,False,True,,True
REV010111,Q017591,E0027,E0051,2025-04-27,1,False,,,False,True,,True
REV010112,Q039318,E0012,E0013,2026-04-24,1,False,,,False,True,,True
REV010113,Q017498,E0020,E0018,2025-04-17,1,False,,,False,True,,True
REV010114,Q000908,E0025,E0013,2024-06-04,1,False,,,False,True,,True
REV010115,Q033899,E0019,E0013,2026-01-09,1,False,,,False,True,,True
REV010116,Q041160,E0016,E0045,2026-05-23,1,False,,,False,True,,True
REV010117,Q000963,E0055,E0045,2024-06-19,1,False,,,False,True,,True
REV010118,Q025777,E0026,E0053,2025-10-30,1,False,,,False,True,,True
REV010119,Q038643,E0032,E0051,2026-04-20,1,False,,,False,True,,True
REV010120,Q033368,E0025,E0035,2026-01-16,1,False,,,False,True,,True
REV010121,Q030328,E0012,E0028,2025-12-20,1,True,ERR12,High,True,True,4.35,False
REV010122,Q030328,E0012,E0028,2025-12-20,2,False,,,False,True,,False
REV010123,Q005130,E0020,E0051,2024-10-09,1,False,,,False,True,,True
REV010124,Q015000,E0052,E0042,2025-03-20,1,True,ERR12,High,True,True,1.46,False
REV010125,Q015000,E0052,E0042,2025-03-21,2,False,,,False,True,,False
REV010126,Q005648,E0016,E0042,2024-10-16,1,False,,,False,True,,True
REV010127,Q039710,E0016,E0018,2026-04-27,1,False,,,False,True,,True
REV010128,Q021715,E0025,E0035,2025-07-30,1,False,,,False,True,,True
REV010129,Q036921,E0020,E0037,2026-03-19,1,False,,,False,True,,True
REV010130,Q002783,E0015,E0045,2024-08-04,1,False,,,False,True,,True
REV010131,Q009062,E0055,E0035,2024-12-03,1,False,,,False,True,,True
REV010132,Q037064,E0012,E0045,2026-03-25,1,False,,,False,True,,True
REV010133,Q029386,E0050,E0035,2025-11-16,1,False,,,False,True,,True
REV010134,Q009068,E0003,E0035,2024-12-14,1,True,ERR15,Low,True,True,3.22,False
REV010135,Q009068,E0003,E0035,2024-12-15,2,False,,,False,True,,False
REV010136,Q027121,E0033,E0005,2025-10-05,1,False,,,False,True,,True
REV010137,Q029041,E0001,E0018,2025-11-26,1,False,,,False,True,,True
REV010138,Q002564,E0033,E0028,2024-08-02,1,False,,,False,True,,True
REV010139,Q008116,E0027,E0013,2024-11-13,1,False,,,False,True,,True
REV010140,Q015383,E0052,E0045,2025-03-03,1,False,,,False,True,,True
REV010141,Q020501,E0003,E0045,2025-06-30,1,False,,,False,True,,True
REV010142,Q033115,E0050,E0035,2026-01-16,1,False,,,False,True,,True
REV010143,Q011209,E0020,E0006,2025-01-26,1,False,,,False,True,,True
REV010144,Q026267,E0003,E0018,2025-10-17,1,False,,,False,True,,True
REV010145,Q025125,E0025,E0028,2025-09-22,1,False,,,False,True,,True
REV010146,Q023332,E0016,E0028,2025-08-01,1,True,ERR13,Critical,True,True,1.46,False
REV010147,Q023332,E0016,E0028,2025-08-01,2,False,,,False,True,,False
REV010148,Q031359,E0025,E0030,2025-12-08,1,False,,,False,True,,True
REV010149,Q036295,E0019,E0018,2026-03-21,1,False,,,False,True,,True
REV010150,Q015387,E0031,E0051,2025-03-11,1,False,,,False,True,,True
REV010151,Q007793,E0055,E0035,2024-12-01,1,False,,,False,True,,True
REV010152,Q035823,E0001,E0053,2026-03-08,1,False,,,False,True,,True
REV010153,Q017105,E0038,E0035,2025-04-27,1,False,,,False,True,,True
REV010154,Q028965,E0003,E0006,2025-11-14,1,False,,,False,True,,True
REV010155,Q021939,E0003,E0045,2025-07-18,1,False,,,False,True,,True
REV010156,Q033502,E0015,E0005,2026-01-13,1,False,,,False,True,,True
REV010157,Q008701,E0015,E0037,2024-11-28,1,False,,,False,True,,True
REV010158,Q030003,E0015,E0006,2025-11-07,1,False,,,False,True,,True
REV010159,Q034711,E0031,E0053,2026-02-15,1,False,,,False,True,,True
REV010160,Q037618,E0032,E0042,2026-03-16,1,False,,,False,True,,True
REV010161,Q038364,E0025,E0013,2026-04-15,1,False,,,False,True,,True
REV010162,Q023690,E0015,E0013,2025-08-24,1,False,,,False,True,,True
REV010163,Q018612,E0043,E0005,2025-05-10,1,False,,,False,True,,True
REV010164,Q032868,E0012,E0005,2026-01-21,1,False,,,False,True,,True
REV010165,Q024868,E0032,E0018,2025-09-24,1,False,,,False,True,,True
REV010166,Q033276,E0039,E0018,2026-01-13,1,False,,,False,True,,True
REV010167,Q011757,E0050,E0045,2025-01-22,1,False,,,False,True,,True
REV010168,Q003559,E0033,E0006,2024-09-29,1,True,ERR13,High,True,True,4.09,False
REV010169,Q003559,E0033,E0006,2024-09-30,2,False,,,False,True,,False
REV010170,Q022343,E0054,E0037,2025-07-31,1,False,,,False,True,,True
REV010171,Q025716,E0020,E0018,2025-09-21,1,True,ERR14,Medium,True,True,3.9,False
REV010172,Q025716,E0020,E0018,2025-09-22,2,False,,,False,True,,False
REV010173,Q028031,E0032,E0045,2025-11-06,1,False,,,False,True,,True
REV010174,Q017197,E0027,E0028,2025-04-04,1,True,ERR12,Critical,True,True,1.7,False
REV010175,Q017197,E0027,E0028,2025-04-05,2,False,,,False,True,,False
REV010176,Q009530,E0054,E0028,2024-12-03,1,False,,,False,True,,True
REV010177,Q038726,E0033,E0029,2026-04-23,1,False,,,False,True,,True
REV010178,Q038051,E0016,E0037,2026-04-12,1,False,,,False,True,,True
REV010179,Q011917,E0033,E0005,2025-01-15,1,False,,,False,True,,True
REV010180,Q020386,E0021,E0030,2025-06-18,1,False,,,False,True,,True
REV010181,Q027391,E0027,E0030,2025-10-13,1,False,,,False,True,,True
REV010182,Q000615,E0033,E0037,2024-06-22,1,False,,,False,True,,True
REV010183,Q009383,E0054,E0006,2024-12-07,1,False,,,False,True,,True
REV010184,Q027700,E0027,E0029,2025-10-08,1,False,,,False,True,,True
REV010185,Q036219,E0001,E0042,2026-03-29,1,False,,,False,True,,True
REV010186,Q022702,E0020,E0013,2025-08-21,1,False,,,False,True,,True
REV010187,Q017845,E0027,E0042,2025-04-05,1,False,,,False,True,,True
REV010188,Q009560,E0027,E0035,2024-12-31,1,True,ERR06,High,True,True,5.68,False
REV010189,Q009560,E0027,E0035,2024-12-31,2,False,,,False,True,,False
REV010190,Q005456,E0016,E0037,2024-10-11,1,False,,,False,True,,True
REV010191,Q035519,E0016,E0029,2026-02-27,1,False,,,False,True,,True
REV010192,Q000598,E0052,E0013,2024-06-01,1,True,ERR15,Low,False,True,,False
REV010193,Q040049,E0015,E0053,2026-05-10,1,False,,,False,True,,True
REV010194,Q034791,E0021,E0053,2026-02-27,1,False,,,False,True,,True
REV010195,Q001329,E0055,E0018,2024-07-02,1,False,,,False,True,,True
REV010196,Q008718,E0055,E0018,2024-11-29,1,False,,,False,True,,True
REV010197,Q033523,E0039,E0037,2026-01-20,1,False,,,False,True,,True
REV010198,Q029573,E0031,E0045,2025-11-17,1,False,,,False,True,,True
REV010199,Q022041,E0026,E0030,2025-07-09,1,False,,,False,True,,True
REV010200,Q029286,E0031,E0045,2025-11-06,1,False,,,False,True,,True
REV010201,Q031564,E0027,E0037,2025-12-22,1,False,,,False,True,,True
REV010202,Q009949,E0052,E0042,2024-12-15,1,False,,,False,True,,True
REV010203,Q012759,E0043,E0005,2025-01-10,1,False,,,False,True,,True
REV010204,Q029982,E0032,E0028,2025-11-03,1,False,,,False,True,,True
REV010205,Q032030,E0031,E0037,2025-12-12,1,False,,,False,True,,True
REV010206,Q016434,E0032,E0037,2025-04-07,1,False,,,False,True,,True
REV010207,Q033315,E0023,E0028,2026-01-28,1,True,ERR13,Medium,True,False,4.29,False
REV010208,Q033315,E0023,E0028,2026-01-29,2,False,,,False,True,,False
REV010209,Q037687,E0039,E0035,2026-03-03,1,True,ERR13,Medium,True,True,3.09,False
REV010210,Q037687,E0039,E0035,2026-03-04,2,False,,,False,True,,False
REV010211,Q014822,E0052,E0045,2025-03-04,1,False,,,False,True,,True
REV010212,Q021064,E0026,E0053,2025-06-13,1,False,,,False,True,,True
REV010213,Q030640,E0054,E0028,2025-12-05,1,False,,,False,True,,True
REV010214,Q031795,E0032,E0035,2025-12-24,1,False,,,False,True,,True
REV010215,Q017784,E0052,E0035,2025-04-06,1,False,,,False,True,,True
REV010216,Q036010,E0015,E0029,2026-03-27,1,False,,,False,True,,True
REV010217,Q026445,E0054,E0045,2025-10-20,1,True,ERR10,Medium,True,True,0.32,False
REV010218,Q026445,E0054,E0045,2025-10-20,2,False,,,False,True,,False
REV010219,Q029209,E0012,E0028,2025-11-27,1,True,ERR14,Critical,True,True,0.41,False
REV010220,Q029209,E0012,E0028,2025-11-28,2,False,,,False,True,,False
REV010221,Q006700,E0020,E0030,2024-10-03,1,False,,,False,True,,True
REV010222,Q040669,E0016,E0053,2026-05-22,1,True,ERR05,Critical,True,True,4.16,False
REV010223,Q040669,E0016,E0053,2026-05-22,2,False,,,False,True,,False
REV010224,Q032404,E0027,E0018,2026-01-27,1,False,,,False,True,,True
REV010225,Q006728,E0001,E0051,2024-10-22,1,False,,,False,True,,True
REV010226,Q030391,E0054,E0030,2025-12-18,1,False,,,False,True,,True
REV010227,Q023437,E0055,E0005,2025-08-31,1,False,,,False,True,,True
REV010228,Q008283,E0001,E0005,2024-11-05,1,False,,,False,True,,True
REV010229,Q002821,E0039,E0035,2024-08-06,1,False,,,False,True,,True
REV010230,Q038651,E0052,E0053,2026-04-03,1,False,,,False,True,,True
REV010231,Q035049,E0052,E0018,2026-02-20,1,False,,,False,True,,True
REV010232,Q032845,E0015,E0042,2026-01-15,1,False,,,False,True,,True
REV010233,Q003095,E0015,E0006,2024-08-03,1,True,ERR08,Medium,True,True,0.87,False
REV010234,Q003095,E0015,E0006,2024-08-03,2,False,,,False,True,,False
REV010235,Q027587,E0054,E0005,2025-10-04,1,False,,,False,True,,True
REV010236,Q011426,E0038,E0037,2025-01-24,1,True,ERR02,Medium,True,True,2.17,False
REV010237,Q011426,E0038,E0037,2025-01-24,2,False,,,False,True,,False
REV010238,Q031421,E0039,E0042,2025-12-11,1,True,ERR05,High,True,True,1.12,False
REV010239,Q031421,E0039,E0042,2025-12-11,2,False,,,False,True,,False
REV010240,Q007482,E0001,E0053,2024-11-30,1,False,,,False,True,,True
REV010241,Q004941,E0026,E0035,2024-09-12,1,False,,,False,True,,True
REV010242,Q035895,E0019,E0053,2026-03-25,1,False,,,False,True,,True
REV010243,Q033991,E0031,E0051,2026-02-06,1,False,,,False,True,,True
REV010244,Q019322,E0021,E0018,2025-05-20,1,False,,,False,True,,True
REV010245,Q007622,E0016,E0006,2024-11-21,1,False,,,False,True,,True
REV010246,Q008639,E0054,E0006,2024-11-01,1,True,ERR08,Low,False,True,,False
REV010247,Q002400,E0032,E0006,2024-08-05,1,False,,,False,True,,True
REV010248,Q021797,E0019,E0037,2025-07-18,1,False,,,False,True,,True
REV010249,Q024923,E0038,E0030,2025-09-01,1,False,,,False,True,,True
REV010250,Q031735,E0015,E0029,2025-12-02,1,False,,,False,True,,True
REV010251,Q016822,E0003,E0035,2025-04-05,1,False,,,False,True,,True
REV010252,Q000839,E0003,E0035,2024-06-05,1,True,ERR14,Critical,True,True,2.09,False
REV010253,Q000839,E0003,E0035,2024-06-06,2,False,,,False,True,,False
REV010254,Q005073,E0003,E0028,2024-09-19,1,False,,,False,True,,True
REV010255,Q000033,E0054,E0042,2024-06-24,1,False,,,False,True,,True
REV010256,Q007983,E0003,E0013,2024-11-20,1,True,ERR14,Critical,True,False,1.95,False
REV010257,Q007983,E0003,E0013,2024-11-21,2,False,,,False,True,,False
REV010258,Q017759,E0032,E0051,2025-04-24,1,False,,,False,True,,True
REV010259,Q030846,E0015,E0018,2025-12-02,1,False,,,False,True,,True
REV010260,Q025431,E0033,E0037,2025-09-16,1,False,,,False,True,,True
REV010261,Q022554,E0015,E0028,2025-07-20,1,True,ERR12,Medium,True,True,4.09,False
REV010262,Q022554,E0015,E0028,2025-07-20,2,False,,,False,True,,False
REV010263,Q001610,E0055,E0037,2024-07-13,1,False,,,False,True,,True
REV010264,Q011325,E0016,E0051,2025-01-06,1,False,,,False,True,,True
REV010265,Q035387,E0050,E0005,2026-02-14,1,False,,,False,True,,True
REV010266,Q010352,E0032,E0028,2024-12-30,1,False,,,False,True,,True
REV010267,Q001696,E0021,E0018,2024-07-09,1,False,,,False,True,,True
REV010268,Q030001,E0025,E0035,2025-11-10,1,False,,,False,True,,True
REV010269,Q035083,E0038,E0006,2026-02-23,1,False,,,False,True,,True
REV010270,Q038054,E0052,E0035,2026-04-09,1,False,,,False,True,,True
REV010271,Q020171,E0015,E0005,2025-06-12,1,False,,,False,True,,True
REV010272,Q024071,E0016,E0005,2025-08-07,1,False,,,False,True,,True
REV010273,Q003676,E0039,E0053,2024-09-04,1,False,,,False,True,,True
REV010274,Q021400,E0001,E0028,2025-07-20,1,False,,,False,True,,True
REV010275,Q032982,E0054,E0018,2026-01-01,1,False,,,False,True,,True
