UnderwritingID,QuoteID,UnderwriterID,UnderwritingDate,RiskScore,Premium,PremiumRange,UnderwritingDecision,IndiaEligibleFlag,ReferredToAustraliaFlag,ReferralReasonID,AustralianUnderwriterDecision,ReferralTurnaroundHours,UnderwritingTurnaroundHours,QSTBDate,FinalPremium,QuoteValidityDays,CommunicationStatus
UW009658,Q035846,E0044,2026-03-16,77.8,21310.39,"$10,000-$24,999",Approved,False,True,REF07,Approved,19.33,8.3,2026-03-17,21310.39,45.0,Sent
UW009659,Q019481,E0049,2025-05-26,73.5,26603.68,"$25,000-$49,999",Approved,False,True,REF05,Approved,35.64,8.18,2025-05-27,26603.68,21.0,No Response
UW009660,Q040039,E0002,2026-05-05,62.8,27668.56,"$25,000-$49,999",Referred,False,True,REF04,Declined,16.57,38.58,2026-05-07,27668.56,21.0,Sent
UW009661,Q023100,E0044,2025-08-04,73.4,11548.49,"$10,000-$24,999",Referred,False,True,REF06,Declined,37.77,8.99,2025-08-06,11548.49,45.0,Sent
UW009662,Q024290,E0046,2025-09-12,55.9,13807.34,"$10,000-$24,999",Approved,True,False,,,,1.89,2025-09-13,13807.34,30.0,Sent
UW009663,Q035595,E0049,2026-02-26,50.6,2263.42,"$1,000-$2,499",Approved,True,False,,,,8.06,2026-02-26,2263.42,30.0,Sent
UW009664,Q002928,E0004,2024-08-22,55.7,1931.45,"$1,000-$2,499",Approved,False,True,REF09,Approved,7.6,4.39,2024-08-22,1931.45,30.0,Sent
UW009665,Q015379,E0004,2025-03-22,50.0,3340.14,"$2,500-$4,999",Approved,True,False,,,,34.04,2025-03-23,3340.14,30.0,Acknowledged
UW009666,Q012203,E0008,2025-01-06,55.4,10239.14,"$10,000-$24,999",Approved,False,True,REF05,Approved,28.14,9.04,2025-01-08,10239.14,14.0,Acknowledged
UW009667,Q004239,E0011,2024-09-02,55.0,15347.24,"$10,000-$24,999",Approved,True,False,,,,21.85,2024-09-03,15347.24,14.0,Sent
UW009668,Q037239,E0017,2026-03-07,44.5,2655.7,"$2,500-$4,999",Approved,True,False,,,,12.01,2026-03-07,2655.7,30.0,No Response
UW009669,Q036835,E0034,2026-03-17,64.3,14536.88,"$10,000-$24,999",Approved,False,True,REF01,Approved,28.04,1.52,2026-03-19,14536.88,21.0,Acknowledged
UW009670,Q026979,E0024,2025-10-24,55.8,2293.75,"$1,000-$2,499",Approved,True,False,,,,14.54,2025-10-25,2293.75,21.0,Sent
UW009671,Q033160,E0008,2026-01-03,79.1,22284.41,"$10,000-$24,999",Approved,True,False,,,,13.75,2026-01-04,22284.41,30.0,Acknowledged
UW009672,Q015215,E0047,2025-03-26,51.4,20834.04,"$10,000-$24,999",Approved,True,False,,,,10.12,2025-03-26,20834.04,30.0,Sent
UW009673,Q008412,E0017,2024-11-23,60.2,5270.04,"$5,000-$9,999",Approved,True,False,,,,15.21,2024-11-23,5270.04,30.0,Sent
UW009674,Q017490,E0014,2025-04-16,57.8,3120.38,"$2,500-$4,999",Approved,True,False,,,,25.04,2025-04-17,3120.38,21.0,Sent
UW009675,Q019424,E0017,2025-05-29,54.7,1918.89,"$1,000-$2,499",Approved,True,False,,,,35.62,2025-05-30,1918.89,30.0,No Response
UW009676,Q008107,E0034,2024-11-08,60.9,11547.34,"$10,000-$24,999",Approved,True,False,,,,9.93,2024-11-08,11547.34,21.0,No Response
UW009677,Q002435,E0044,2024-08-08,50.9,2853.65,"$2,500-$4,999",Approved,True,False,,,,8.92,2024-08-08,2853.65,30.0,Sent
UW009678,Q020989,E0002,2025-06-04,50.2,17132.36,"$10,000-$24,999",Approved,True,False,,,,13.06,2025-06-05,17132.36,14.0,Sent
UW009679,Q005508,E0011,2024-10-18,59.5,19056.57,"$10,000-$24,999",Approved,False,True,REF08,Approved,25.54,9.02,2024-10-19,19056.57,30.0,Sent
UW009680,Q017434,E0014,2025-04-29,39.5,1675.18,"$1,000-$2,499",Approved,True,False,,,,10.49,2025-04-29,1675.18,14.0,No Response
UW009681,Q007450,E0017,2024-11-30,57.0,12466.71,"$10,000-$24,999",Approved,True,False,,,,16.97,2024-11-30,12466.71,21.0,Sent
UW009682,Q007384,E0009,2024-11-15,44.6,1629.26,"$1,000-$2,499",Approved,True,False,,,,5.44,2024-11-16,1629.26,21.0,Sent
UW009683,Q034023,E0017,2026-02-09,49.8,4148.4,"$2,500-$4,999",Approved,True,False,,,,7.39,2026-02-09,4148.4,21.0,Acknowledged
UW009684,Q030723,E0004,2025-12-28,48.6,1699.74,"$1,000-$2,499",Approved,True,False,,,,9.11,2025-12-28,1699.74,30.0,No Response
UW009685,Q017268,E0014,2025-04-27,71.8,58226.15,"$50,000+",Approved,True,False,,,,46.1,2025-04-29,58226.15,30.0,Sent
UW009686,Q012370,E0007,2025-01-16,69.9,33851.33,"$25,000-$49,999",Approved,True,False,,,,5.59,2025-01-16,33851.33,14.0,Sent
UW009687,Q013494,E0017,2025-02-21,40.0,2451.79,"$1,000-$2,499",Approved,True,False,,,,2.68,2025-02-21,2451.79,14.0,Sent
UW009688,Q020936,E0046,2025-06-14,56.1,2689.32,"$2,500-$4,999",Approved,True,False,,,,12.92,2025-06-14,2689.32,21.0,No Response
UW009689,Q014510,E0048,2025-02-05,61.6,20534.26,"$10,000-$24,999",Approved,True,False,,,,17.54,2025-02-06,20534.26,14.0,Acknowledged
UW009690,Q034596,E0044,2026-02-05,44.3,2191.27,"$1,000-$2,499",Approved,True,False,,,,5.28,2026-02-05,2191.27,30.0,Acknowledged
UW009691,Q038374,E0049,2026-04-27,78.6,24438.19,"$10,000-$24,999",Approved,False,True,REF09,Approved,12.31,8.06,2026-04-27,24438.19,21.0,Acknowledged
UW009692,Q028097,E0024,2025-11-04,36.9,2100.31,"$1,000-$2,499",Approved,True,False,,,,23.41,2025-11-05,2100.31,21.0,Acknowledged
UW009693,Q011525,E0047,2025-01-17,57.0,1336.95,"$1,000-$2,499",Approved,True,False,,,,8.14,2025-01-17,1336.95,30.0,Acknowledged
UW009694,Q029115,E0044,2025-11-04,63.1,2778.54,"$2,500-$4,999",Approved,True,False,,,,12.12,2025-11-04,2778.54,30.0,Acknowledged
UW009695,Q023833,E0002,2025-08-21,58.1,29511.83,"$25,000-$49,999",Approved,True,False,,,,20.55,2025-08-22,29511.83,21.0,Sent
UW009696,Q002407,E0004,2024-08-19,68.0,20385.87,"$10,000-$24,999",Approved,True,False,,,,9.76,2024-08-19,20385.87,30.0,Acknowledged
UW009697,Q007285,E0011,2024-11-13,42.6,1921.89,"$1,000-$2,499",Approved,True,False,,,,19.28,2024-11-14,1921.89,45.0,Acknowledged
UW009698,Q031333,E0009,2025-12-13,63.7,16804.42,"$10,000-$24,999",Approved,False,True,REF11,Approved,36.15,9.73,2025-12-15,16804.42,21.0,Sent
UW009699,Q035080,E0024,2026-02-15,51.5,2178.87,"$1,000-$2,499",Approved,True,False,,,,2.06,2026-02-15,2178.87,14.0,Sent
UW009700,Q035426,E0011,2026-02-07,75.6,64937.61,"$50,000+",Approved,False,True,REF10,Approved with Conditions,16.49,18.25,2026-02-09,64937.61,21.0,No Response
UW009701,Q030784,E0008,2025-12-11,56.2,29725.15,"$25,000-$49,999",Approved,True,False,,,,3.47,2025-12-11,29725.15,30.0,Sent
UW009702,Q035220,E0049,2026-02-28,58.3,25414.69,"$25,000-$49,999",Approved,True,False,,,,18.96,2026-02-28,25414.69,30.0,No Response
UW009703,Q015945,E0002,2025-03-11,55.9,14019.08,"$10,000-$24,999",Approved,True,False,,,,7.43,2025-03-11,14019.08,30.0,Acknowledged
UW009704,Q031849,E0048,2025-12-05,79.6,15699.85,"$10,000-$24,999",Approved,False,True,REF05,Approved with Conditions,30.14,10.25,2025-12-07,15699.85,45.0,Acknowledged
UW009705,Q000688,E0008,2024-06-24,38.0,1153.67,"$1,000-$2,499",Approved,True,False,,,,19.92,2024-06-25,1153.67,21.0,Sent
UW009706,Q016352,E0024,2025-03-06,44.9,2634.41,"$2,500-$4,999",Approved,True,False,,,,8.9,2025-03-06,2634.41,14.0,No Response
UW009707,Q034733,E0007,2026-02-10,49.2,1792.5,"$1,000-$2,499",Approved,True,False,,,,3.29,2026-02-10,1792.5,30.0,Sent
UW009708,Q022787,E0048,2025-08-01,48.9,9418.97,"$5,000-$9,999",Approved,True,False,,,,9.96,2025-08-01,9418.97,30.0,Sent
UW009709,Q023898,E0046,2025-08-23,41.2,2322.75,"$1,000-$2,499",Approved,True,False,,,,10.66,2025-08-23,2322.75,21.0,Sent
UW009710,Q021939,E0011,2025-07-18,56.3,6160.02,"$5,000-$9,999",Approved,True,False,,,,10.07,2025-07-18,6160.02,30.0,Acknowledged
UW009711,Q021095,E0011,2025-06-21,55.2,3936.75,"$2,500-$4,999",Approved,True,False,,,,27.97,2025-06-23,3936.75,30.0,Sent
UW009712,Q009586,E0017,2024-12-18,62.4,18674.36,"$10,000-$24,999",Approved,True,False,,,,20.04,2024-12-19,18674.36,14.0,Acknowledged
UW009713,Q028859,E0048,2025-11-02,35.1,1755.84,"$1,000-$2,499",Approved,True,False,,,,3.33,2025-11-02,1755.84,21.0,Sent
UW009714,Q041170,E0049,2026-05-31,44.1,2797.95,"$2,500-$4,999",Approved,True,False,,,,19.87,2026-06-01,2797.95,45.0,Acknowledged
UW009715,Q009034,E0047,2024-12-19,42.2,1393.31,"$1,000-$2,499",Approved,True,False,,,,20.03,2024-12-19,1393.31,45.0,Acknowledged
UW009716,Q028260,E0034,2025-11-28,74.2,15807.27,"$10,000-$24,999",Approved,False,True,REF10,Approved,55.08,9.45,2025-12-01,15807.27,30.0,Acknowledged
UW009717,Q041623,E0014,2026-05-27,35.4,2394.97,"$1,000-$2,499",Approved,True,False,,,,19.29,2026-05-28,2394.97,30.0,Acknowledged
UW009718,Q029946,E0046,2025-11-29,59.4,4563.89,"$2,500-$4,999",Approved,True,False,,,,6.03,2025-11-29,4563.89,45.0,Sent
UW009719,Q040206,E0034,2026-05-24,60.3,16238.23,"$10,000-$24,999",Approved,True,False,,,,5.53,2026-05-24,16238.23,30.0,Acknowledged
UW009720,Q040595,E0004,2026-05-23,66.5,16416.8,"$10,000-$24,999",Approved,True,False,,,,13.11,2026-05-24,16416.8,14.0,Sent
UW009721,Q008582,E0002,2024-11-30,73.4,42814.47,"$25,000-$49,999",Approved,True,False,,,,10.73,2024-11-30,42814.47,30.0,Acknowledged
UW009722,Q012849,E0017,2025-02-17,63.9,3196.56,"$2,500-$4,999",Approved,True,False,,,,5.79,2025-02-18,3196.56,21.0,Acknowledged
UW009723,Q020663,E0040,2025-06-18,71.6,30650.64,"$25,000-$49,999",Referred,False,True,REF03,Declined,11.44,24.13,2025-06-20,30650.64,14.0,Acknowledged
UW009724,Q027307,E0002,2025-10-08,74.0,23515.64,"$10,000-$24,999",Approved,True,False,,,,11.8,2025-10-09,23515.64,30.0,Acknowledged
UW009725,Q024014,E0046,2025-08-19,86.3,20188.1,"$10,000-$24,999",Approved,False,True,REF03,Approved,15.96,9.98,2025-08-20,20188.1,30.0,Acknowledged
UW009726,Q013161,E0048,2025-02-08,80.4,29164.53,"$25,000-$49,999",Approved,True,False,,,,5.21,2025-02-08,29164.53,21.0,Acknowledged
UW009727,Q032591,E0014,2026-01-27,34.5,1874.65,"$1,000-$2,499",Approved,True,False,,,,25.03,2026-01-28,1874.65,30.0,Acknowledged
UW009728,Q001375,E0009,2024-07-27,55.6,10408.07,"$10,000-$24,999",Approved,True,False,,,,8.14,2024-07-27,10408.07,21.0,Acknowledged
UW009729,Q040603,E0008,2026-05-29,35.0,1412.15,"$1,000-$2,499",Approved,True,False,,,,22.5,2026-05-30,1412.15,14.0,No Response
UW009730,Q029053,E0014,2025-11-06,78.4,39431.07,"$25,000-$49,999",Approved,False,True,REF09,Approved,8.75,37.3,2025-11-08,39431.07,14.0,Acknowledged
UW009731,Q020108,E0048,2025-06-20,60.8,1860.51,"$1,000-$2,499",Approved,True,False,,,,18.14,2025-06-21,1860.51,14.0,Acknowledged
UW009732,Q038649,E0044,2026-04-13,51.2,20215.08,"$10,000-$24,999",Approved,True,False,,,,9.68,2026-04-13,20215.08,30.0,Sent
UW009733,Q016798,E0014,2025-04-05,48.4,4398.79,"$2,500-$4,999",Approved,True,False,,,,37.51,2025-04-07,4398.79,21.0,Acknowledged
UW009734,Q021475,E0014,2025-07-27,36.0,2104.29,"$1,000-$2,499",Approved,True,False,,,,8.5,2025-07-27,2104.29,30.0,No Response
UW009735,Q030485,E0002,2025-12-28,62.1,14496.16,"$10,000-$24,999",Approved,True,False,,,,7.37,2025-12-28,14496.16,21.0,Sent
UW009736,Q007143,E0034,2024-11-27,50.1,5480.93,"$5,000-$9,999",Approved,True,False,,,,13.98,2024-11-27,5480.93,45.0,Acknowledged
UW009737,Q018707,E0014,2025-05-14,52.5,14571.45,"$10,000-$24,999",Approved,True,False,,,,4.19,2025-05-15,14571.45,14.0,Sent
UW009738,Q037059,E0009,2026-03-01,66.5,43585.18,"$25,000-$49,999",Approved,False,True,REF08,Approved with Conditions,11.74,16.19,2026-03-02,43585.18,21.0,Sent
UW009739,Q020254,E0004,2025-06-26,60.8,2873.73,"$2,500-$4,999",Approved,True,False,,,,13.43,2025-06-27,2873.73,30.0,Sent
UW009740,Q014531,E0017,2025-02-17,70.3,3748.8,"$2,500-$4,999",Approved,True,False,,,,1.0,2025-02-17,3748.8,30.0,Sent
UW009741,Q020721,E0009,2025-06-28,45.6,2080.16,"$1,000-$2,499",Approved,False,True,REF01,Approved,21.84,3.35,2025-06-29,2080.16,30.0,Sent
UW009742,Q005767,E0009,2024-10-02,44.3,1457.06,"$1,000-$2,499",Approved,True,False,,,,13.59,2024-10-03,1457.06,21.0,Acknowledged
UW009743,Q038552,E0008,2026-04-30,73.2,21413.5,"$10,000-$24,999",Approved,True,False,,,,8.5,2026-05-01,21413.5,14.0,Sent
UW009744,Q013312,E0048,2025-02-25,51.6,4983.57,"$2,500-$4,999",Approved,True,False,,,,14.13,2025-02-25,4983.57,30.0,Sent
UW009745,Q015632,E0011,2025-03-29,60.4,10775.96,"$10,000-$24,999",Approved,False,True,REF07,Approved with Conditions,37.59,5.21,2025-03-31,10775.96,30.0,Sent
UW009746,Q000393,E0009,2024-06-22,52.0,2216.41,"$1,000-$2,499",Approved,True,False,,,,19.7,2024-06-23,2216.41,30.0,Acknowledged
UW009747,Q020350,E0009,2025-06-15,51.0,2122.72,"$1,000-$2,499",Approved,True,False,,,,4.24,2025-06-15,2122.72,30.0,Sent
UW009748,Q030310,E0009,2025-12-05,60.6,2959.68,"$2,500-$4,999",Approved,True,False,,,,6.17,2025-12-05,2959.68,21.0,Acknowledged
UW009749,Q025562,E0034,2025-09-19,45.7,1538.54,"$1,000-$2,499",Approved,True,False,,,,11.72,2025-09-20,1538.54,45.0,Acknowledged
UW009750,Q016146,E0008,2025-03-17,38.9,1036.68,"$1,000-$2,499",Approved,True,False,,,,18.73,2025-03-17,1036.68,30.0,Sent
UW009751,Q010062,E0044,2024-12-20,60.7,3367.79,"$2,500-$4,999",Approved,True,False,,,,8.05,2024-12-20,3367.79,30.0,Acknowledged
UW009752,Q019860,E0008,2025-05-18,64.0,35572.93,"$25,000-$49,999",Declined,True,False,,,,34.0,,,,N/A
UW009753,Q018444,E0044,2025-05-24,67.9,10576.16,"$10,000-$24,999",Approved,True,False,,,,23.06,2025-05-25,10576.16,30.0,Sent
UW009754,Q022569,E0046,2025-07-20,63.2,24101.33,"$10,000-$24,999",Approved,True,False,,,,18.65,2025-07-21,24101.33,21.0,Sent
UW009755,Q037494,E0014,2026-03-08,59.1,33747.01,"$25,000-$49,999",Approved,False,True,REF12,Approved,20.12,24.2,2026-03-10,33747.01,30.0,Acknowledged
UW009756,Q016304,E0009,2025-03-05,92.7,48213.38,"$25,000-$49,999",Approved,False,True,REF03,Approved with Conditions,60.63,6.47,2025-03-08,48213.38,21.0,Acknowledged
UW009757,Q022793,E0011,2025-08-28,42.6,2168.92,"$1,000-$2,499",Approved,True,False,,,,4.56,2025-08-28,2168.92,21.0,No Response
UW009758,Q033853,E0011,2026-01-17,49.8,1118.76,"$1,000-$2,499",Approved,True,False,,,,20.83,2026-01-18,1118.76,21.0,Acknowledged
UW009759,Q003385,E0014,2024-08-31,33.1,1941.22,"$1,000-$2,499",Approved,True,False,,,,15.22,2024-09-01,1941.22,45.0,Acknowledged
UW009760,Q037759,E0046,2026-03-27,37.1,921.86,"< $1,000",Approved,True,False,,,,26.33,2026-03-28,921.86,14.0,Sent
UW009761,Q028651,E0040,2025-11-22,52.0,8501.68,"$5,000-$9,999",Approved,True,False,,,,26.66,2025-11-23,8501.68,14.0,Sent
UW009762,Q007788,E0049,2024-11-10,51.2,2773.85,"$2,500-$4,999",Approved,True,False,,,,2.81,2024-11-10,2773.85,30.0,Sent
UW009763,Q040529,E0044,2026-05-09,59.6,21915.97,"$10,000-$24,999",Approved,False,True,REF06,Approved with Conditions,67.52,30.37,2026-05-13,21915.97,30.0,Acknowledged
UW009764,Q010607,E0014,2024-12-06,62.5,27902.54,"$25,000-$49,999",Approved,True,False,,,,12.84,2024-12-06,27902.54,21.0,Sent
UW009765,Q004448,E0002,2024-09-10,52.4,4501.06,"$2,500-$4,999",Approved,True,False,,,,12.54,2024-09-11,4501.06,45.0,Sent
UW009766,Q024136,E0024,2025-09-15,53.9,26254.13,"$25,000-$49,999",Approved,True,False,,,,4.48,2025-09-15,26254.13,21.0,Sent
UW009767,Q003790,E0009,2024-09-02,61.4,11169.06,"$10,000-$24,999",Approved,False,True,REF11,Approved,38.52,16.48,2024-09-04,11169.06,45.0,Sent
UW009768,Q031263,E0024,2025-12-12,50.0,9729.32,"$5,000-$9,999",Approved,True,False,,,,18.01,2025-12-13,9729.32,30.0,Acknowledged
UW009769,Q003377,E0011,2024-08-21,75.4,42341.64,"$25,000-$49,999",Approved,True,False,,,,12.31,2024-08-21,42341.64,21.0,Acknowledged
UW009770,Q019520,E0014,2025-05-28,55.0,28785.04,"$25,000-$49,999",Approved,False,True,REF02,Approved,49.12,22.2,2025-05-31,28785.04,30.0,Acknowledged
UW009771,Q025781,E0017,2025-10-29,55.1,8942.42,"$5,000-$9,999",Approved,True,False,,,,9.69,2025-10-30,8942.42,21.0,Sent
UW009772,Q037479,E0024,2026-04-01,57.6,1375.92,"$1,000-$2,499",Approved,True,False,,,,7.79,2026-04-01,1375.92,21.0,Acknowledged
UW009773,Q022418,E0046,2025-07-24,66.5,41372.13,"$25,000-$49,999",Approved,True,False,,,,6.37,2025-07-24,41372.13,21.0,Sent
UW009774,Q023137,E0007,2025-08-30,49.2,2216.97,"$1,000-$2,499",Approved,True,False,,,,11.09,2025-08-30,2216.97,21.0,Sent
UW009775,Q019197,E0044,2025-05-26,40.3,1195.25,"$1,000-$2,499",Approved,True,False,,,,10.01,2025-05-27,1195.25,14.0,Acknowledged
UW009776,Q018437,E0004,2025-05-27,78.7,70367.4,"$50,000+",Approved,False,True,REF12,Approved with Conditions,16.34,27.25,2025-05-29,70367.4,21.0,Sent
UW009777,Q041240,E0048,2026-05-31,46.0,9999.53,"$5,000-$9,999",Approved,True,False,,,,23.08,2026-06-01,9999.53,14.0,No Response
UW009778,Q008513,E0014,2024-11-01,79.9,23947.47,"$10,000-$24,999",Approved,False,True,REF07,Approved,32.36,21.22,2024-11-03,23947.47,21.0,Acknowledged
UW009779,Q022308,E0011,2025-07-06,39.8,1802.84,"$1,000-$2,499",Approved,True,False,,,,7.43,2025-07-06,1802.84,21.0,Acknowledged
UW009780,Q016998,E0047,2025-04-13,57.7,31193.43,"$25,000-$49,999",Approved,True,False,,,,5.94,2025-04-13,31193.43,30.0,Sent
UW009781,Q023849,E0008,2025-08-06,46.7,1364.89,"$1,000-$2,499",Approved,True,False,,,,11.23,2025-08-06,1364.89,21.0,Sent
UW009782,Q014577,E0007,2025-03-02,44.4,2304.89,"$1,000-$2,499",Approved,True,False,,,,4.99,2025-03-02,2304.89,30.0,No Response
UW009783,Q030150,E0040,2025-11-30,60.2,4564.0,"$2,500-$4,999",Approved,True,False,,,,18.79,2025-12-01,4564.0,45.0,Acknowledged
UW009784,Q003705,E0014,2024-09-25,65.8,3013.48,"$2,500-$4,999",Approved,True,False,,,,7.64,2024-09-26,3013.48,14.0,Sent
UW009785,Q040467,E0007,2026-05-08,59.6,10290.16,"$10,000-$24,999",Approved,True,False,,,,40.35,2026-05-09,10290.16,30.0,Sent
UW009786,Q029114,E0017,2025-11-03,55.6,8854.27,"$5,000-$9,999",Approved,True,False,,,,1.94,2025-11-03,8854.27,21.0,Sent
UW009787,Q005564,E0024,2024-10-07,56.8,26782.47,"$25,000-$49,999",Approved,True,False,,,,9.98,2024-10-07,26782.47,30.0,Acknowledged
UW009788,Q019727,E0017,2025-05-23,42.4,3497.88,"$2,500-$4,999",Approved,True,False,,,,10.72,2025-05-23,3497.88,21.0,Sent
UW009789,Q008706,E0014,2024-11-10,44.4,1558.43,"$1,000-$2,499",Approved,True,False,,,,6.97,2024-11-10,1558.43,30.0,Acknowledged
UW009790,Q016566,E0040,2025-04-07,37.3,1600.09,"$1,000-$2,499",Approved,True,False,,,,7.66,2025-04-07,1600.09,14.0,Sent
UW009791,Q038240,E0040,2026-04-11,58.9,2543.35,"$2,500-$4,999",Approved,False,True,REF05,Approved,31.85,2.55,2026-04-12,2543.35,30.0,Sent
UW009792,Q040526,E0046,2026-05-24,41.9,992.48,"< $1,000",Approved,True,False,,,,15.0,2026-05-25,992.48,14.0,Acknowledged
UW009793,Q021808,E0048,2025-07-21,37.2,2046.58,"$1,000-$2,499",Approved,True,False,,,,16.1,2025-07-22,2046.58,30.0,Sent
UW009794,Q002709,E0049,2024-08-15,72.8,34055.7,"$25,000-$49,999",Approved,False,True,REF02,Approved,18.58,6.75,2024-08-16,34055.7,14.0,Acknowledged
UW009795,Q038850,E0024,2026-04-20,54.0,3152.81,"$2,500-$4,999",Approved,True,False,,,,8.17,2026-04-20,3152.81,21.0,Sent
UW009796,Q021090,E0049,2025-06-03,64.2,25163.52,"$25,000-$49,999",Approved,True,False,,,,7.06,2025-06-04,25163.52,30.0,Sent
UW009797,Q015525,E0048,2025-03-29,63.6,3418.75,"$2,500-$4,999",Approved,True,False,,,,11.86,2025-03-30,3418.75,21.0,Sent
UW009798,Q006297,E0011,2024-10-19,55.9,2276.77,"$1,000-$2,499",Approved,True,False,,,,14.56,2024-10-19,2276.77,45.0,Sent
UW009799,Q006730,E0049,2024-10-07,81.2,28424.89,"$25,000-$49,999",Approved,True,False,,,,10.93,2024-10-07,28424.89,30.0,Acknowledged
UW009800,Q009020,E0002,2024-12-16,62.8,14699.25,"$10,000-$24,999",Approved,True,False,,,,18.9,2024-12-17,14699.25,30.0,Acknowledged
UW009801,Q021909,E0046,2025-07-29,50.4,1826.04,"$1,000-$2,499",Approved,True,False,,,,10.36,2025-07-29,1826.04,14.0,Sent
UW009802,Q010868,E0004,2024-12-18,79.8,20035.34,"$10,000-$24,999",Referred,False,True,REF08,Declined,50.1,10.14,2024-12-20,20035.34,21.0,Sent
UW009803,Q000528,E0048,2024-06-18,73.8,48200.31,"$25,000-$49,999",Approved,False,True,REF09,Approved,20.49,11.6,2024-06-19,48200.31,30.0,Acknowledged
UW009804,Q035732,E0011,2026-02-07,57.1,32558.9,"$25,000-$49,999",Approved,False,True,REF01,Approved with Conditions,37.87,16.3,2026-02-09,32558.9,30.0,Acknowledged
UW009805,Q010753,E0008,2024-12-10,70.3,16573.97,"$10,000-$24,999",Approved,True,False,,,,3.57,2024-12-10,16573.97,45.0,No Response
UW009806,Q004551,E0004,2024-09-29,52.1,25095.55,"$25,000-$49,999",Approved,True,False,,,,35.46,2024-09-30,25095.55,45.0,Sent
UW009807,Q003270,E0002,2024-08-01,77.5,15694.2,"$10,000-$24,999",Approved,False,True,REF06,Approved,47.43,8.53,2024-08-03,15694.2,14.0,Sent
UW009808,Q027427,E0008,2025-10-21,44.0,1745.09,"$1,000-$2,499",Approved,True,False,,,,9.82,2025-10-21,1745.09,30.0,No Response
UW009809,Q025566,E0011,2025-09-12,68.9,37022.78,"$25,000-$49,999",Approved,False,True,REF12,Approved,28.06,19.4,2025-09-14,37022.78,14.0,Sent
UW009810,Q023889,E0017,2025-08-22,63.9,89450.27,"$50,000+",Approved,False,True,REF08,Approved with Conditions,19.2,2.9,2025-08-23,89450.27,14.0,Sent
UW009811,Q022045,E0002,2025-07-11,42.4,1051.33,"$1,000-$2,499",Approved,True,False,,,,9.92,2025-07-11,1051.33,30.0,Acknowledged
UW009812,Q034116,E0014,2026-02-03,65.4,26225.02,"$25,000-$49,999",Declined,True,False,,,,42.04,,,,N/A
UW009813,Q040372,E0049,2026-05-06,66.0,16904.64,"$10,000-$24,999",Approved,True,False,,,,24.22,2026-05-07,16904.64,30.0,Sent
UW009814,Q013064,E0009,2025-02-07,34.8,1146.87,"$1,000-$2,499",Approved,True,False,,,,26.27,2025-02-08,1146.87,30.0,Sent
UW009815,Q037795,E0004,2026-03-19,48.4,1853.95,"$1,000-$2,499",Approved,True,False,,,,6.81,2026-03-19,1853.95,21.0,Sent
UW009816,Q016836,E0007,2025-04-04,44.3,2202.09,"$1,000-$2,499",Approved,False,True,REF02,Approved,78.21,13.98,2025-04-08,2202.09,14.0,Sent
UW009817,Q034544,E0007,2026-02-10,77.7,49458.21,"$25,000-$49,999",Approved,False,True,REF09,Approved,23.3,1.68,2026-02-11,49458.21,30.0,No Response
UW009818,Q026896,E0046,2025-10-29,48.8,1884.58,"$1,000-$2,499",Approved,True,False,,,,15.79,2025-10-30,1884.58,30.0,No Response
UW009819,Q002984,E0048,2024-08-05,55.6,9560.14,"$5,000-$9,999",Approved,True,False,,,,12.65,2024-08-05,9560.14,30.0,Sent
UW009820,Q028917,E0002,2025-11-19,62.9,18331.22,"$10,000-$24,999",Approved,True,False,,,,4.83,2025-11-19,18331.22,21.0,Acknowledged
UW009821,Q016658,E0009,2025-04-07,55.6,9025.25,"$5,000-$9,999",Approved,True,False,,,,9.49,2025-04-08,9025.25,21.0,Acknowledged
UW009822,Q034122,E0004,2026-02-02,69.6,3305.56,"$2,500-$4,999",Approved,True,False,,,,1.29,2026-02-02,3305.56,30.0,Sent
UW009823,Q013222,E0011,2025-02-15,69.3,17070.2,"$10,000-$24,999",Approved,False,True,REF01,Approved with Conditions,37.84,8.89,2025-02-17,17070.2,14.0,Sent
UW009824,Q000371,E0002,2024-06-05,63.3,19473.75,"$10,000-$24,999",Approved,False,True,REF07,Approved,21.19,14.64,2024-06-07,19473.75,14.0,Sent
UW009825,Q016645,E0007,2025-04-30,41.5,939.94,"< $1,000",Approved,True,False,,,,5.34,2025-04-30,939.94,30.0,No Response
UW009826,Q020460,E0040,2025-06-06,68.4,4503.32,"$2,500-$4,999",Approved,True,False,,,,16.49,2025-06-06,4503.32,21.0,Acknowledged
UW009827,Q019967,E0008,2025-05-29,51.0,2031.55,"$1,000-$2,499",Approved,True,False,,,,11.79,2025-05-29,2031.55,30.0,Acknowledged
UW009828,Q033093,E0034,2026-01-17,47.4,1916.41,"$1,000-$2,499",Approved,True,False,,,,14.99,2026-01-17,1916.41,14.0,Sent
UW009829,Q024460,E0024,2025-09-05,60.9,10596.68,"$10,000-$24,999",Declined,True,False,,,,16.98,,,,N/A
UW009830,Q008983,E0034,2024-12-27,56.7,3986.8,"$2,500-$4,999",Approved,True,False,,,,12.09,2024-12-28,3986.8,21.0,Acknowledged
UW009831,Q031425,E0014,2025-12-30,77.5,17436.09,"$10,000-$24,999",Referred,False,True,REF10,Declined,37.74,8.43,2026-01-02,17436.09,21.0,Acknowledged
