BindingID,QuoteID,StatusID,BrokerAcceptanceDate,BindingDate,BoundFlag,FinalPremium,PolicyPropertyCount,TurnaroundDaysQSTBtoOutcome
BIND009873,Q032825,STA04,,,False,2565.54,0,6.3
BIND009874,Q013506,STA05,,,False,41800.66,0,0.3
BIND009875,Q034155,STA01,2026-02-19,2026-02-26,True,2683.73,1,15.4
BIND009876,Q024683,STA01,2025-10-19,2025-10-22,True,48658.55,4,24.4
BIND009877,Q023234,STA01,2025-08-14,2025-08-15,True,4077.25,1,1.9
BIND009878,Q031303,STA05,,,False,25672.94,0,7.4
BIND009879,Q011885,STA01,2025-01-19,2025-01-22,True,1109.31,1,6.5
BIND009880,Q027725,STA01,2025-11-07,2025-11-08,True,2796.26,1,7.3
BIND009881,Q017844,STA01,2025-05-06,2025-05-08,True,14239.23,4,13.7
BIND009882,Q035509,STA09,,,False,9244.01,0,9.4
BIND009883,Q025345,STA01,2025-10-08,2025-10-08,True,15605.66,1,7.9
BIND009884,Q017272,STA01,2025-04-17,2025-04-18,True,1230.57,1,7.3
BIND009885,Q023481,STA02,,,False,4796.55,0,1.7
BIND009886,Q035888,STA09,,,False,21596.53,0,20.2
BIND009887,Q027854,STA01,2025-10-15,2025-10-17,True,3868.8,1,10.1
BIND009888,Q041944,STA10,,,False,,0,
BIND009889,Q016399,STA04,,,False,2635.89,0,2.4
BIND009890,Q026099,STA02,,,False,2783.9,0,4.7
BIND009891,Q041466,STA04,,,False,4466.23,0,12.4
BIND009892,Q034766,STA05,,,False,2652.47,0,8.9
BIND009893,Q004861,STA01,2024-10-07,2024-10-09,True,2179.62,1,12.4
BIND009894,Q025404,STA04,,,False,11741.3,0,1.6
BIND009895,Q041962,STA10,,,False,,0,
BIND009896,Q012424,STA02,,,False,25824.4,0,17.5
BIND009897,Q022269,STA03,,,False,2043.06,0,6.1
BIND009898,Q001720,STA01,2024-07-06,2024-07-09,True,2029.81,1,8.0
BIND009899,Q022788,STA01,2025-08-06,2025-08-08,True,2296.19,1,2.3
BIND009900,Q019124,STA01,2025-05-16,2025-05-23,True,34595.09,4,8.1
BIND009901,Q022005,STA07,,,False,19609.74,0,7.0
BIND009902,Q020525,STA02,,,False,32069.23,0,5.5
BIND009903,Q033370,STA02,,,False,6790.87,0,14.4
BIND009904,Q022511,STA03,,,False,3672.28,0,4.8
BIND009905,Q011386,STA01,2025-02-06,2025-02-06,True,39643.82,1,5.7
BIND009906,Q040145,STA05,,,False,2602.04,0,13.1
BIND009907,Q005953,STA02,,,False,1935.72,0,12.1
BIND009908,Q022229,STA01,2025-07-28,2025-07-29,True,2087.62,1,6.6
BIND009909,Q012469,STA01,2025-01-15,2025-01-16,True,31064.89,1,5.1
BIND009910,Q008813,STA01,2024-12-15,2024-12-16,True,40485.32,1,15.9
BIND009911,Q006755,STA01,2024-10-25,2024-10-27,True,8291.58,4,4.2
BIND009912,Q031181,STA05,,,False,10174.49,0,26.9
BIND009913,Q038893,STA05,,,False,14092.13,0,2.2
BIND009914,Q018355,STA01,2025-05-29,2025-05-29,True,16378.63,5,5.4
BIND009915,Q004501,STA03,,,False,1946.42,0,22.4
BIND009916,Q012724,STA03,,,False,15107.7,0,5.8
BIND009917,Q034595,STA02,,,False,2820.7,0,16.4
BIND009918,Q011168,STA02,,,False,14815.05,0,1.7
BIND009919,Q003306,STA01,2024-09-02,2024-09-07,True,18984.98,1,16.1
BIND009920,Q022386,STA03,,,False,8981.09,0,5.4
BIND009921,Q016483,STA02,,,False,60915.7,0,3.4
BIND009922,Q021109,STA03,,,False,2149.91,0,5.5
BIND009923,Q037677,STA01,2026-03-14,2026-03-15,True,7510.28,1,8.0
BIND009924,Q014124,STA06,,,False,2268.5,0,0.5
BIND009925,Q033917,STA01,2026-01-14,2026-01-18,True,35020.02,1,13.1
BIND009926,Q029187,STA03,,,False,2250.55,0,22.5
BIND009927,Q036059,STA03,,,False,2539.13,0,0.7
BIND009928,Q036391,STA02,,,False,1765.93,0,2.9
BIND009929,Q032856,STA01,2026-01-22,2026-01-24,True,1494.9,1,7.0
BIND009930,Q005832,STA01,2024-10-28,2024-11-07,True,7284.46,2,13.2
BIND009931,Q020684,STA02,,,False,20795.98,0,8.0
BIND009932,Q002999,STA06,,,False,2175.51,0,15.7
BIND009933,Q036940,STA01,2026-03-12,2026-03-15,True,2444.8,1,9.7
BIND009934,Q025933,STA06,,,False,1580.4,0,1.6
BIND009935,Q004364,STA08,,,False,30878.7,0,8.4
BIND009936,Q001063,STA01,2024-06-09,2024-06-09,True,22843.69,1,3.5
BIND009937,Q012491,STA02,,,False,14713.6,0,6.5
BIND009938,Q006760,STA08,,,False,2034.57,0,9.1
BIND009939,Q009506,STA01,2024-12-14,2024-12-15,True,3192.32,1,5.7
BIND009940,Q032359,STA09,,,False,33906.83,0,1.6
BIND009941,Q014648,STA01,2025-03-27,2025-03-29,True,26087.72,1,7.6
BIND009942,Q041677,STA01,2026-05-15,2026-05-17,True,17050.48,1,6.5
BIND009943,Q010728,STA02,,,False,46228.11,0,10.1
BIND009944,Q021074,STA01,2025-06-19,2025-06-22,True,2773.02,1,7.8
BIND009945,Q029001,STA01,2025-11-29,2025-11-29,True,1868.52,1,11.6
BIND009946,Q001627,STA09,,,False,32332.01,0,9.5
BIND009947,Q007537,STA08,,,False,4318.27,0,5.1
BIND009948,Q030225,STA01,2025-12-11,2025-12-16,True,3135.19,1,6.7
BIND009949,Q026494,STA05,,,False,34695.3,0,9.3
BIND009950,Q002251,STA01,2024-08-31,2024-09-01,True,2009.79,1,10.7
BIND009951,Q012598,STA07,,,False,45251.59,0,10.9
BIND009952,Q036252,STA02,,,False,1376.77,0,0.8
BIND009953,Q015310,STA01,2025-04-05,2025-04-12,True,1430.96,1,14.2
BIND009954,Q022683,STA05,,,False,24289.61,0,2.3
BIND009955,Q003666,STA01,2024-09-21,2024-09-22,True,3237.73,1,1.7
BIND009956,Q019315,STA04,,,False,2807.77,0,13.2
BIND009957,Q000996,STA09,,,False,1868.19,0,8.0
BIND009958,Q007032,STA04,,,False,1071.96,0,7.4
BIND009959,Q023015,STA01,2025-08-12,2025-08-13,True,31787.18,4,7.8
BIND009960,Q029870,STA05,,,False,68027.72,0,5.1
BIND009961,Q018202,STA04,,,False,41583.99,0,3.1
BIND009962,Q022812,STA01,2025-08-29,2025-09-02,True,10479.03,1,17.7
BIND009963,Q023737,STA07,,,False,2266.32,0,6.7
BIND009964,Q013324,STA05,,,False,1795.34,0,6.2
BIND009965,Q014654,STA02,,,False,1234.24,0,9.4
BIND009966,Q013447,STA02,,,False,25506.96,0,4.1
BIND009967,Q008957,STA04,,,False,11268.34,0,13.3
BIND009968,Q035015,STA01,2026-03-02,2026-03-03,True,1765.12,1,11.0
BIND009969,Q028595,STA02,,,False,5965.95,0,13.5
BIND009970,Q012216,STA04,,,False,2269.79,0,15.9
BIND009971,Q021077,STA02,,,False,22176.34,0,3.8
BIND009972,Q004898,STA01,2024-09-30,2024-10-02,True,1308.02,1,9.6
BIND009973,Q032583,STA01,2026-01-31,2026-02-02,True,2584.65,1,4.4
BIND009974,Q021983,STA02,,,False,26444.8,0,2.3
BIND009975,Q014257,STA05,,,False,26453.25,0,30.1
BIND009976,Q003734,STA01,2024-10-03,2024-10-05,True,47023.5,4,11.6
BIND009977,Q039136,STA04,,,False,1488.06,0,11.4
BIND009978,Q026656,STA07,,,False,73035.89,0,2.7
BIND009979,Q018363,STA01,2025-05-21,2025-05-26,True,27988.67,1,21.6
BIND009980,Q009157,STA05,,,False,11586.71,0,0.8
BIND009981,Q016974,STA04,,,False,1605.48,0,8.9
BIND009982,Q035331,STA03,,,False,36635.95,0,1.2
BIND009983,Q039627,STA01,2026-04-29,2026-05-02,True,15600.74,2,6.1
BIND009984,Q036749,STA03,,,False,5720.32,0,6.5
BIND009985,Q013126,STA01,2025-03-04,2025-03-07,True,1585.42,1,13.5
BIND009986,Q016502,STA01,2025-04-13,2025-04-19,True,36063.04,3,14.5
BIND009987,Q009154,STA06,,,False,22309.99,0,5.2
BIND009988,Q018850,STA04,,,False,24405.39,0,1.6
BIND009989,Q006439,STA05,,,False,20915.84,0,23.4
BIND009990,Q035287,STA06,,,False,26665.64,0,4.0
BIND009991,Q025493,STA07,,,False,1819.56,0,10.2
BIND009992,Q041856,STA07,,,False,20473.57,0,6.3
BIND009993,Q017873,STA05,,,False,15547.22,0,10.8
BIND009994,Q012978,STA01,2025-03-07,2025-03-09,True,3004.27,1,9.8
BIND009995,Q001790,STA01,2024-07-19,2024-07-22,True,6310.7,1,7.0
BIND009996,Q008479,STA09,,,False,1935.24,0,10.9
BIND009997,Q031646,STA03,,,False,2165.24,0,8.0
BIND009998,Q038906,STA02,,,False,41269.67,0,34.3
BIND009999,Q023522,STA03,,,False,5465.12,0,8.4
BIND010000,Q016877,STA07,,,False,7910.13,0,7.3
BIND010001,Q016022,STA01,2025-03-03,2025-03-07,True,1647.95,1,6.8
BIND010002,Q031108,STA01,2025-12-31,2026-01-02,True,5030.19,3,9.4
BIND010003,Q020096,STA01,2025-06-13,2025-06-14,True,22345.54,1,10.6
BIND010004,Q018070,STA01,2025-04-09,2025-04-12,True,22037.53,5,7.8
BIND010005,Q017619,STA03,,,False,14254.59,0,14.5
BIND010006,Q008591,STA03,,,False,31604.82,0,7.4
BIND010007,Q025872,STA03,,,False,26085.8,0,6.9
BIND010008,Q021767,STA03,,,False,59470.82,0,14.0
BIND010009,Q027401,STA04,,,False,2343.51,0,21.4
BIND010010,Q036657,STA01,2026-03-28,2026-03-29,True,3503.45,1,4.3
BIND010011,Q032974,STA04,,,False,8368.87,0,5.1
BIND010012,Q036189,STA01,2026-03-25,2026-03-25,True,69415.01,1,2.0
BIND010013,Q036078,STA03,,,False,13752.09,0,5.6
BIND010014,Q004409,STA01,2024-09-17,2024-09-18,True,2496.65,1,4.4
BIND010015,Q039216,STA03,,,False,22566.18,0,6.5
BIND010016,Q040778,STA01,2026-06-03,2026-06-06,True,20378.34,1,6.1
BIND010017,Q029587,STA05,,,False,23417.17,0,15.3
BIND010018,Q015914,STA01,2025-03-17,2025-03-18,True,3557.31,1,9.0
BIND010019,Q023767,STA03,,,False,22803.04,0,2.5
BIND010020,Q015616,STA05,,,False,1218.28,0,4.4
BIND010021,Q022144,STA01,2025-08-06,2025-08-10,True,4167.98,1,19.1
BIND010022,Q032567,STA07,,,False,2020.02,0,11.0
BIND010023,Q005410,STA08,,,False,8338.01,0,6.4
BIND010024,Q039631,STA01,2026-05-09,2026-05-11,True,1469.03,2,15.4
BIND010025,Q010023,STA03,,,False,18412.41,0,3.3
BIND010026,Q006590,STA02,,,False,2933.89,0,3.8
BIND010027,Q037489,STA02,,,False,15239.96,0,6.1
BIND010028,Q016727,STA03,,,False,29650.8,0,22.8
BIND010029,Q024693,STA02,,,False,24149.8,0,4.5
BIND010030,Q037467,STA03,,,False,28545.53,0,1.5
BIND010031,Q024526,STA01,2025-10-04,2025-10-09,True,13514.97,2,9.3
BIND010032,Q005575,STA07,,,False,20924.14,0,5.0
BIND010033,Q015289,STA05,,,False,3491.52,0,5.7
BIND010034,Q021740,STA05,,,False,2718.9,0,2.5
BIND010035,Q026153,STA03,,,False,31513.79,0,9.8
BIND010036,Q032911,STA05,,,False,1965.0,0,3.8
BIND010037,Q009636,STA02,,,False,20111.89,0,4.3
BIND010038,Q011123,STA03,,,False,12888.03,0,3.4
BIND010039,Q006307,STA03,,,False,71143.15,0,4.1
BIND010040,Q033500,STA07,,,False,15245.86,0,5.3
BIND010041,Q040456,STA02,,,False,25753.89,0,15.0
BIND010042,Q013573,STA03,,,False,19390.37,0,2.6
BIND010043,Q018289,STA03,,,False,2379.3,0,4.0
BIND010044,Q020002,STA01,2025-05-12,2025-05-13,True,2399.79,1,2.6
BIND010045,Q009722,STA07,,,False,35023.72,0,8.0
BIND010046,Q011620,STA02,,,False,23061.19,0,14.6
BIND010047,Q023351,STA01,2025-08-09,2025-08-15,True,5146.54,1,6.5
BIND010048,Q030528,STA05,,,False,13993.35,0,9.5
BIND010049,Q005711,STA02,,,False,16730.56,0,11.5
BIND010050,Q021887,STA03,,,False,5363.15,0,19.5
BIND010051,Q023764,STA01,2025-08-11,2025-08-17,True,11026.19,1,12.0
BIND010052,Q008684,STA01,2024-11-21,2024-11-27,True,2426.31,1,8.7
BIND010053,Q014137,STA02,,,False,2999.49,0,2.6
BIND010054,Q004738,STA01,2024-09-20,2024-09-24,True,1333.35,1,4.3
BIND010055,Q020871,STA02,,,False,27984.53,0,4.2
BIND010056,Q019092,STA01,2025-05-21,2025-05-21,True,3198.8,1,10.8
BIND010057,Q024623,STA01,2025-09-19,2025-09-21,True,2742.73,1,11.1
BIND010058,Q001724,STA03,,,False,26813.8,0,9.1
BIND010059,Q039016,STA03,,,False,21133.78,0,13.3
BIND010060,Q034172,STA01,2026-02-27,2026-03-02,True,15046.12,4,12.5
BIND010061,Q014700,STA04,,,False,26398.92,0,10.2
BIND010062,Q035855,STA03,,,False,17239.59,0,4.9
BIND010063,Q041730,STA01,2026-05-22,2026-05-23,True,2738.19,1,1.9
BIND010064,Q006473,STA02,,,False,19421.23,0,6.3
BIND010065,Q021780,STA06,,,False,5712.08,0,6.7
BIND010066,Q016656,STA01,2025-04-20,2025-04-22,True,22704.63,1,7.7
BIND010067,Q018830,STA01,2025-05-29,2025-05-30,True,7961.96,1,10.3
BIND010068,Q023436,STA08,,,False,17683.03,0,10.0
BIND010069,Q021495,STA07,,,False,2160.57,0,5.7
BIND010070,Q038287,STA05,,,False,19035.54,0,7.1
BIND010071,Q026227,STA04,,,False,41113.72,0,5.5
BIND010072,Q010339,STA01,2024-12-13,2024-12-14,True,2349.27,1,5.4
BIND010073,Q013173,STA01,2025-03-07,2025-03-08,True,1218.75,1,13.3
BIND010074,Q012374,STA06,,,False,33559.89,0,9.1
BIND010075,Q006355,STA01,2024-10-19,2024-10-21,True,1610.69,2,3.0
BIND010076,Q035780,STA04,,,False,77345.76,0,6.8
BIND010077,Q020146,STA04,,,False,3778.66,0,16.3
BIND010078,Q012910,STA01,2025-02-26,2025-02-27,True,9369.96,2,6.9
BIND010079,Q031719,STA01,2025-12-18,2025-12-18,True,2940.13,1,3.8
BIND010080,Q005943,STA01,2024-11-03,2024-11-05,True,2219.66,1,8.7
BIND010081,Q007398,STA02,,,False,16520.21,0,4.9
BIND010082,Q018145,STA03,,,False,1269.59,0,4.5
BIND010083,Q037077,STA06,,,False,2300.43,0,9.3
BIND010084,Q030480,STA03,,,False,29170.3,0,6.9
BIND010085,Q014098,STA04,,,False,29918.56,0,8.0
BIND010086,Q006484,STA01,2024-11-07,2024-11-09,True,1344.3,1,9.1
BIND010087,Q033519,STA01,2026-01-27,2026-01-29,True,3841.48,1,5.3
BIND010088,Q040349,STA07,,,False,27165.71,0,0.7
BIND010089,Q033330,STA03,,,False,27461.35,0,9.9
BIND010090,Q000759,STA02,,,False,1776.48,0,12.0
BIND010091,Q004944,STA03,,,False,2724.83,0,15.1
BIND010092,Q030959,STA02,,,False,19094.02,0,5.3
BIND010093,Q033520,STA01,2026-01-18,2026-01-19,True,1279.55,1,5.0
BIND010094,Q038497,STA01,2026-04-25,2026-04-30,True,1642.9,1,6.2
BIND010095,Q025802,STA08,,,False,70211.97,0,3.8
BIND010096,Q018275,STA01,2025-06-05,2025-06-07,True,2223.46,1,12.4
BIND010097,Q029219,STA01,2025-11-22,2025-11-24,True,41565.59,1,13.1
BIND010098,Q034539,STA02,,,False,9480.84,0,14.6
BIND010099,Q040644,STA01,2026-06-01,2026-06-03,True,4951.79,1,3.8
BIND010100,Q022383,STA01,2025-07-15,2025-07-21,True,12077.5,1,13.4
BIND010101,Q024496,STA01,2025-09-18,2025-09-19,True,1114.02,1,3.9
BIND010102,Q010367,STA02,,,False,33085.92,0,10.2
BIND010103,Q015817,STA01,2025-03-22,2025-03-23,True,2487.11,1,6.0
BIND010104,Q026258,STA06,,,False,24456.79,0,3.0
BIND010105,Q022718,STA01,2025-08-15,2025-08-17,True,2787.94,1,5.9
BIND010106,Q039069,STA09,,,False,29856.03,0,11.1
BIND010107,Q008489,STA01,2024-11-24,2024-11-26,True,2036.44,1,4.2
BIND010108,Q017269,STA03,,,False,2195.39,0,5.5
BIND010109,Q039937,STA01,2026-04-19,2026-04-23,True,1920.64,1,4.9
BIND010110,Q014402,STA01,2025-02-24,2025-02-27,True,40779.02,1,4.4
BIND010111,Q036281,STA02,,,False,6384.19,0,13.5
BIND010112,Q012102,STA01,2025-01-20,2025-01-23,True,55117.08,5,8.5
BIND010113,Q021217,STA04,,,False,32858.3,0,15.0
BIND010114,Q010382,STA01,2024-12-10,2024-12-14,True,3655.16,1,10.4
BIND010115,Q020869,STA01,2025-06-10,2025-06-13,True,2691.57,1,7.4
BIND010116,Q000298,STA01,2024-06-28,2024-06-29,True,1362.61,3,14.4
BIND010117,Q041850,STA02,,,False,2262.32,0,4.9
BIND010118,Q001626,STA05,,,False,17375.63,0,3.2
BIND010119,Q004982,STA02,,,False,943.51,0,5.7
BIND010120,Q031407,STA01,2025-12-14,2025-12-21,True,4846.41,1,10.5
BIND010121,Q036369,STA02,,,False,1454.57,0,11.6
BIND010122,Q018916,STA08,,,False,29347.26,0,9.0
BIND010123,Q004962,STA01,2024-10-02,2024-10-08,True,13091.27,3,15.0
BIND010124,Q031437,STA02,,,False,2567.85,0,4.5
BIND010125,Q026294,STA01,2025-10-20,2025-10-21,True,3118.81,1,3.2
BIND010126,Q031718,STA07,,,False,1404.06,0,6.0
BIND010127,Q018496,STA02,,,False,3715.41,0,9.1
BIND010128,Q037817,STA03,,,False,20958.49,0,6.5
BIND010129,Q040242,STA01,2026-05-07,2026-05-07,True,2769.69,3,4.7
BIND010130,Q006565,STA04,,,False,2763.15,0,4.4
BIND010131,Q033942,STA04,,,False,4435.66,0,4.1
BIND010132,Q029784,STA01,2025-11-10,2025-11-14,True,1933.29,1,7.3
BIND010133,Q031287,STA01,2025-12-08,2025-12-10,True,1927.86,2,3.9
BIND010134,Q017387,STA03,,,False,2961.39,0,5.5
BIND010135,Q012404,STA03,,,False,26626.42,0,8.1
BIND010136,Q026012,STA01,2025-11-12,2025-11-15,True,54699.58,1,13.8
BIND010137,Q025246,STA01,2025-09-04,2025-09-05,True,1970.41,1,2.2
BIND010138,Q002877,STA02,,,False,9051.69,0,9.6
BIND010139,Q037726,STA02,,,False,33331.32,0,6.1
BIND010140,Q020945,STA04,,,False,61318.77,0,8.8
BIND010141,Q041998,STA03,,,False,1127.52,0,5.2
BIND010142,Q036811,STA01,2026-03-11,2026-03-12,True,17299.17,1,6.9
BIND010143,Q022483,STA02,,,False,71757.22,0,9.0
BIND010144,Q014496,STA03,,,False,2152.32,0,17.1
BIND010145,Q025476,STA01,2025-09-06,2025-09-08,True,17150.27,3,6.2
BIND010146,Q009040,STA01,2024-12-12,2024-12-13,True,2016.02,1,10.4
BIND010147,Q010149,STA01,2024-12-25,2024-12-25,True,3000.76,1,3.7
BIND010148,Q029149,STA07,,,False,1784.26,0,5.7
BIND010149,Q036912,STA01,2026-04-06,2026-04-09,True,1241.64,1,14.5
BIND010150,Q003456,STA01,2024-08-15,2024-08-16,True,1271.15,1,9.3
BIND010151,Q005078,STA01,2024-09-29,2024-10-04,True,1641.7,1,6.9
BIND010152,Q026511,STA01,2025-10-03,2025-10-04,True,2339.82,1,2.0
BIND010153,Q001197,STA02,,,False,34215.49,0,4.5
BIND010154,Q019027,STA01,2025-06-10,2025-06-12,True,13285.73,5,16.3
BIND010155,Q039159,STA01,2026-04-25,2026-04-28,True,39106.7,2,5.4
BIND010156,Q019868,STA02,,,False,38144.58,0,4.1
BIND010157,Q040573,STA02,,,False,2415.59,0,2.7
BIND010158,Q006286,STA03,,,False,45246.64,0,10.3
BIND010159,Q026415,STA02,,,False,1912.27,0,7.2
BIND010160,Q010069,STA04,,,False,15995.89,0,2.9
BIND010161,Q007097,STA03,,,False,1803.62,0,7.2
BIND010162,Q038332,STA01,2026-04-25,2026-04-30,True,1644.86,1,17.7
BIND010163,Q007168,STA02,,,False,1445.76,0,0.7
BIND010164,Q014080,STA01,2025-02-27,2025-03-02,True,6237.24,1,6.7
BIND010165,Q029659,STA03,,,False,21178.08,0,7.4
BIND010166,Q006789,STA01,2024-10-20,2024-10-21,True,1589.63,1,12.9
BIND010167,Q026152,STA06,,,False,19028.69,0,21.9
BIND010168,Q011406,STA01,2025-01-28,2025-01-30,True,28677.78,1,13.0
BIND010169,Q006218,STA02,,,False,2057.47,0,9.7
BIND010170,Q010174,STA01,2024-12-16,2024-12-16,True,6268.85,1,4.8
BIND010171,Q031637,STA01,2025-12-18,2025-12-21,True,2601.24,1,6.8
BIND010172,Q025376,STA02,,,False,3293.0,0,14.3
BIND010173,Q016785,STA01,2025-04-13,2025-04-14,True,28283.28,1,8.6
BIND010174,Q001517,STA09,,,False,4409.33,0,9.9
BIND010175,Q003808,STA01,2024-09-06,2024-09-08,True,2178.11,1,3.4
BIND010176,Q028279,STA03,,,False,32715.89,0,7.6
BIND010177,Q022864,STA05,,,False,1755.09,0,3.8
BIND010178,Q010208,STA02,,,False,1460.8,0,14.9
BIND010179,Q034942,STA01,2026-03-02,2026-03-04,True,2094.81,1,9.8
BIND010180,Q027631,STA08,,,False,1470.93,0,2.8
BIND010181,Q009985,STA01,2024-12-25,2024-12-25,True,3828.07,1,1.8
BIND010182,Q009000,STA01,2024-12-06,2024-12-11,True,1245.08,1,7.5
BIND010183,Q032003,STA02,,,False,5737.9,0,9.7
BIND010184,Q012165,STA01,2025-01-09,2025-01-10,True,2493.3,1,1.7
BIND010185,Q009649,STA07,,,False,24289.96,0,7.2
BIND010186,Q033811,STA01,2026-01-23,2026-01-26,True,19358.02,1,7.0
BIND010187,Q034415,STA01,2026-02-27,2026-02-28,True,33550.34,3,4.9
BIND010188,Q005433,STA01,2024-10-29,2024-10-31,True,23512.55,1,8.2
BIND010189,Q035444,STA01,2026-03-01,2026-03-01,True,2337.03,1,3.8
BIND010190,Q021785,STA07,,,False,26612.39,0,5.7
BIND010191,Q018423,STA04,,,False,32794.43,0,2.9
BIND010192,Q038081,STA04,,,False,8598.81,0,11.7
BIND010193,Q009931,STA01,2024-12-25,2024-12-25,True,27760.64,1,15.7
BIND010194,Q038623,STA03,,,False,14222.61,0,1.5
BIND010195,Q031400,STA01,2025-12-31,2026-01-13,True,45826.4,1,22.7
BIND010196,Q017928,STA02,,,False,2035.53,0,17.7
BIND010197,Q026331,STA01,2025-11-02,2025-11-03,True,13129.68,3,12.0
BIND010198,Q031488,STA02,,,False,14714.73,0,6.1
BIND010199,Q037952,STA05,,,False,35098.35,0,7.1
BIND010200,Q041357,STA02,,,False,61995.65,0,2.9
BIND010201,Q014134,STA03,,,False,37971.84,0,1.6
BIND010202,Q035162,STA05,,,False,4296.36,0,5.8
BIND010203,Q011420,STA01,2025-01-11,2025-01-21,True,15027.53,3,14.1
BIND010204,Q029157,STA08,,,False,1276.18,0,6.2
BIND010205,Q013514,STA04,,,False,786.58,0,15.1
BIND010206,Q013960,STA03,,,False,3349.84,0,10.5
BIND010207,Q027311,STA02,,,False,12495.74,0,4.3
BIND010208,Q039097,STA05,,,False,18757.38,0,14.4
BIND010209,Q024813,STA04,,,False,11697.31,0,13.8
BIND010210,Q014625,STA03,,,False,31520.13,0,6.6
BIND010211,Q008252,STA03,,,False,2403.96,0,9.1
BIND010212,Q033306,STA02,,,False,13009.98,0,14.1
BIND010213,Q035463,STA04,,,False,30363.56,0,14.0
BIND010214,Q036039,STA01,2026-04-01,2026-04-04,True,1829.5,1,10.2
BIND010215,Q033547,STA02,,,False,15229.61,0,8.3
BIND010216,Q038290,STA01,2026-04-08,2026-04-16,True,35403.13,1,9.4
BIND010217,Q035384,STA01,2026-02-05,2026-02-08,True,31754.81,1,6.5
BIND010218,Q011016,STA02,,,False,17347.44,0,24.0
BIND010219,Q020349,STA02,,,False,9931.0,0,5.5
BIND010220,Q040406,STA01,2026-05-16,2026-05-16,True,2537.34,1,5.9
BIND010221,Q010196,STA02,,,False,1843.51,0,19.6
BIND010222,Q029578,STA02,,,False,50635.71,0,8.4
BIND010223,Q035242,STA01,2026-02-13,2026-02-13,True,2406.28,1,10.0
BIND010224,Q036644,STA01,2026-03-11,2026-03-16,True,4878.85,1,9.2
BIND010225,Q032275,STA03,,,False,14851.26,0,7.9
BIND010226,Q030882,STA01,2025-12-11,2025-12-12,True,1536.26,1,3.5
BIND010227,Q040322,STA02,,,False,6024.43,0,1.9
BIND010228,Q000304,STA01,2024-06-09,2024-06-16,True,12721.04,1,11.9
BIND010229,Q017870,STA02,,,False,20465.75,0,8.6
BIND010230,Q039173,STA01,2026-04-30,2026-04-30,True,2207.33,1,1.9
BIND010231,Q028497,STA01,2025-11-28,2025-11-30,True,17163.44,1,10.6
BIND010232,Q027348,STA02,,,False,11206.51,0,4.6
BIND010233,Q026399,STA02,,,False,23862.76,0,12.1
BIND010234,Q028524,STA08,,,False,3740.83,0,1.4
BIND010235,Q039522,STA04,,,False,32055.5,0,4.8
BIND010236,Q021408,STA09,,,False,39198.31,0,5.6
BIND010237,Q022274,STA03,,,False,26161.69,0,11.2
BIND010238,Q018047,STA03,,,False,49840.1,0,6.9
BIND010239,Q009327,STA01,2025-01-04,2025-01-04,True,1470.91,1,1.6
BIND010240,Q016913,STA01,2025-04-06,2025-04-10,True,19042.92,1,7.1
BIND010241,Q000381,STA01,2024-06-26,2024-06-28,True,24349.07,1,4.7
BIND010242,Q041896,STA06,,,False,1564.87,0,7.7
BIND010243,Q015608,STA01,2025-04-12,2025-04-19,True,2310.79,1,20.0
BIND010244,Q016242,STA01,2025-04-07,2025-04-08,True,2751.25,1,11.6
BIND010245,Q002989,STA03,,,False,3533.17,0,10.8
BIND010246,Q031540,STA03,,,False,15702.14,0,7.2
BIND010247,Q000652,STA01,2024-06-08,2024-06-14,True,22814.75,3,7.6
BIND010248,Q025342,STA05,,,False,19118.4,0,9.2
BIND010249,Q015973,STA02,,,False,29743.85,0,18.2
BIND010250,Q005014,STA01,2024-09-26,2024-09-27,True,15419.39,1,11.9
BIND010251,Q004482,STA07,,,False,16960.75,0,6.3
BIND010252,Q032736,STA02,,,False,1224.51,0,13.5
BIND010253,Q015936,STA07,,,False,1953.15,0,21.0
BIND010254,Q028538,STA01,2025-11-24,2025-11-27,True,37749.2,1,15.4
BIND010255,Q036201,STA04,,,False,2311.49,0,2.7
BIND010256,Q007579,STA03,,,False,5865.57,0,2.8
BIND010257,Q005108,STA04,,,False,29117.61,0,3.6
BIND010258,Q038754,STA01,2026-04-21,2026-04-22,True,2067.66,1,10.0
BIND010259,Q005367,STA02,,,False,12175.22,0,11.1
BIND010260,Q005955,STA02,,,False,2648.86,0,3.7
BIND010261,Q031525,STA02,,,False,55749.48,0,17.4
BIND010262,Q036903,STA04,,,False,15799.08,0,8.2
BIND010263,Q005037,STA07,,,False,12849.34,0,11.4
BIND010264,Q028690,STA02,,,False,4869.41,0,9.0
BIND010265,Q041175,STA07,,,False,12631.34,0,3.3
BIND010266,Q032059,STA05,,,False,59422.33,0,2.0
BIND010267,Q022291,STA01,2025-07-29,2025-07-31,True,17979.79,1,12.0
BIND010268,Q011079,STA02,,,False,24048.78,0,9.7
BIND010269,Q029707,STA01,2025-12-15,2025-12-16,True,14821.35,4,15.0
BIND010270,Q038331,STA07,,,False,2053.03,0,15.6
BIND010271,Q038004,STA03,,,False,43939.48,0,4.2
BIND010272,Q025606,STA01,2025-09-17,2025-09-23,True,2699.24,1,15.9
BIND010273,Q011426,STA05,,,False,27356.51,0,5.2
BIND010274,Q026685,STA03,,,False,18762.86,0,5.8
